apt_seq	area_type	area_type_source	floor_band	jeonse_level	jeonse_per_m2_adj	jeonse_n_trades	jeonse_months_since	is_move_in_period	jeonse_over_sale_ratio_gt1	est_price_per_m2	est_low	est_high	est_confidence
11140-308	81.000000	RENT	UNKNOWN	RENT_CELL	582.745866	1.000000	28.000000	0.000000	False	810.628922	718.368374	1031.419431	LOW
11140-34	48.000000	BOTH	MID	RENT_CELL	761.022244	1.000000	49.000000	0.000000	False	2281.147325	2021.521871	2902.462043	LOW
11140-34	51.000000	RENT	LOW	RENT_CELL	550.259232	14.000000	32.000000	0.000000	False	1715.535281	1520.284137	2182.794589	LOW
11140-34	51.000000	RENT	MID	RENT_CELL	550.259232	14.000000	32.000000	0.000000	False	1661.533997	1472.428930	2114.085008	LOW
11140-34	54.000000	RENT	MID	RENT_CELL	428.827549	1.000000	59.000000	0.000000	False	1476.913467	1308.820716	1879.179495	LOW
11140-35	54.000000	RENT	UNKNOWN	RENT_CELL	489.382961	5.000000	16.000000	0.000000	False	895.359963	793.455876	1139.228616	MEDIUM
11140-35	66.000000	RENT	UNKNOWN	RENT_CELL	470.180216	10.000000	14.000000	0.000000	False	846.519953	750.174520	1077.086081	LOW
11140-36	54.000000	RENT	UNKNOWN	RENT_CELL	542.016744	3.000000	4.000000	0.000000	False	732.863859	649.454028	932.473545	LOW
11140-36	66.000000	RENT	UNKNOWN	RENT_CELL	544.053804	1.000000	13.000000	0.000000	False	741.013698	656.676305	942.843152	LOW
11140-36	81.000000	RENT	UNKNOWN	RENT_CELL	608.777796	2.000000	12.000000	0.000000	False	793.115189	702.847941	1009.135493	LOW
11140-36	84.000000	RENT	UNKNOWN	RENT_CELL	535.181492	1.000000	11.000000	0.000000	False	731.799930	648.511189	931.119835	LOW
11140-5	75.000000	RENT	MID	RENT_CELL	681.344123	1.000000	23.000000	0.000000	False	769.507952	681.927527	979.098368	LOW
11140-54	84.000000	RENT	HIGH	RENT_CELL	662.679790	3.000000	5.000000	0.000000	False	821.955007	728.405397	1045.830396	MEDIUM
11140-54	84.000000	RENT	LOW	RENT_CELL	662.679790	3.000000	5.000000	0.000000	False	814.464650	721.767544	1036.299895	MEDIUM
11140-54	84.000000	RENT	MID	RENT_CELL	662.679790	3.000000	5.000000	0.000000	False	826.398053	732.342764	1051.483591	MEDIUM
11140-54	90.000000	BOTH	HIGH	RENT_CELL	574.987712	2.000000	25.000000	0.000000	False	790.512039	700.541065	1005.823326	LOW
11140-54	90.000000	BOTH	MID	RENT_CELL	574.987712	2.000000	25.000000	0.000000	False	794.450807	704.031548	1010.834893	LOW
11140-56	66.000000	RENT	HIGH	RENT_COMPLEX	687.036818	5.000000	3.000000	0.000000	False	828.427148	734.140921	1054.065350	MEDIUM
11140-56	69.000000	RENT	MID	RENT_CELL	728.210606	2.000000	3.000000	0.000000	False	844.541479	748.421223	1074.568731	LOW
11140-56	75.000000	RENT	HIGH	RENT_CELL	647.210865	1.000000	21.000000	0.000000	False	823.240514	729.544596	1047.466035	LOW
11140-56	78.000000	RENT	MID	RENT_CELL	640.758474	2.000000	22.000000	0.000000	False	830.365758	735.858891	1056.531978	MEDIUM
11140-57	75.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	729.821877	646.758265	928.603021	LOW
11140-57	84.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	732.625616	649.242901	932.170413	LOW
11140-59	72.000000	RENT	UNKNOWN	RENT_CELL	732.556963	2.000000	46.000000	0.000000	False	828.333727	734.058133	1053.946484	LOW
11140-59	78.000000	RENT	UNKNOWN	RENT_CELL	889.735919	1.000000	17.000000	0.000000	False	1112.798332	986.146813	1415.890541	LOW
11140-59	93.000000	RENT	UNKNOWN	RENT_CELL	866.926776	1.000000	10.000000	0.000000	False	1073.617909	951.425654	1366.038571	LOW
11140-59	138.000000	RENT	UNKNOWN	RENT_CELL	1170.544333	1.000000	17.000000	0.000000	False	1391.145433	1232.814245	1770.050874	LOW
11140-6	48.000000	RENT	HIGH	RENT_CELL	594.850413	2.000000	8.000000	0.000000	False	722.690636	640.438656	919.529448	LOW
11140-6	48.000000	RENT	MID	RENT_CELL	594.850413	2.000000	8.000000	0.000000	False	729.651622	646.607387	928.386394	LOW
11140-6	63.000000	RENT	HIGH	RENT_CELL	574.003871	7.000000	2.000000	0.000000	False	738.042716	654.043461	939.062965	LOW
11140-6	63.000000	RENT	MID	RENT_CELL	574.003871	7.000000	2.000000	0.000000	False	745.749894	660.873458	948.869342	LOW
11140-67	39.000000	BOTH	UNKNOWN	RENT_CELL	448.115103	2.000000	26.000000	0.000000	False	551.734653	488.939779	702.010287	LOW
11140-67	51.000000	BOTH	UNKNOWN	RENT_CELL	390.889405	3.000000	28.000000	0.000000	False	518.232107	459.250276	659.382673	LOW
11140-68	60.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	640.222358	567.356385	814.599335	LOW
11140-70	60.000000	BOTH	UNKNOWN	RENT_CELL	289.017018	2.000000	7.000000	0.000000	False	588.893929	521.869826	749.290613	LOW
11140-73	57.000000	BOTH	UNKNOWN	RENT_CELL	276.272171	4.000000	1.000000	0.000000	False	603.199577	534.547297	767.492681	LOW
11140-73	60.000000	BOTH	UNKNOWN	RENT_CELL	427.768639	3.000000	27.000000	0.000000	False	597.543192	529.534686	760.295670	LOW
11140-78	54.000000	RENT	UNKNOWN	RENT_CELL	408.530375	1.000000	17.000000	0.000000	False	629.897373	558.206522	801.462140	LOW
11140-79	36.000000	RENT	UNKNOWN	RENT_CELL	370.881130	1.000000	53.000000	0.000000	False	505.814005	448.245522	643.582259	LOW
11140-79	60.000000	RENT	UNKNOWN	RENT_CELL	389.048408	1.000000	23.000000	0.000000	False	535.982260	474.980221	681.967425	LOW
11140-8	39.000000	RENT	HIGH	RENT_COMPLEX	243.293727	2.000000	16.000000	0.000000	False	764.049513	677.090333	972.153218	LOW
11140-8	63.000000	RENT	MID	RENT_CELL	270.887515	1.000000	54.000000	0.000000	False	783.540737	694.363191	996.953254	LOW
11140-8	78.000000	RENT	HIGH	RENT_CELL	215.699938	1.000000	16.000000	0.000000	False	802.663468	711.309496	1021.284431	LOW
11140-8	78.000000	RENT	MID	RENT_CELL	215.699938	1.000000	16.000000	0.000000	False	803.023504	711.628555	1021.742530	LOW
11140-81	30.000000	BOTH	UNKNOWN	RENT_CELL	518.380266	1.000000	16.000000	0.000000	False	742.361273	657.870508	944.557764	LOW
11140-81	60.000000	SALE	UNKNOWN	RENT_COMPLEX	518.380266	1.000000	16.000000	0.000000	False	730.856420	647.675063	929.919341	LOW
11140-85	30.000000	RENT	UNKNOWN	RENT_CELL	347.541243	1.000000	23.000000	0.000000	False	639.810280	566.991207	814.075020	LOW
11140-85	33.000000	BOTH	UNKNOWN	RENT_CELL	341.302398	1.000000	23.000000	0.000000	False	641.618318	568.593465	816.375511	LOW
11140-85	39.000000	RENT	UNKNOWN	RENT_CELL	380.457569	2.000000	17.000000	0.000000	False	616.351985	546.202783	784.227403	LOW
11140-86	57.000000	RENT	UNKNOWN	RENT_CELL	364.673696	3.000000	27.000000	0.000000	False	550.274625	487.645921	700.152592	LOW
11140-87	60.000000	BOTH	UNKNOWN	RENT_CELL	299.711432	2.000000	40.000000	0.000000	False	590.768057	523.530653	751.675196	LOW
11140-983	96.000000	RENT	UNKNOWN	RENT_CELL	698.057846	1.000000	23.000000	0.000000	False	840.753851	745.064678	1069.749469	LOW
11140-991	45.000000	RENT	UNKNOWN	NONE				0.000000	False	581.554041	515.365317	739.951564	LOW
11170-10	96.000000	RENT	HIGH	RENT_CELL	784.018107	3.000000	1.000000	0.000000	False	1287.816110	1141.245198	1638.577806	LOW
11170-10	129.000000	RENT	HIGH	RENT_COMPLEX	784.018107	3.000000	1.000000	0.000000	False	1149.278733	1018.475251	1462.307088	LOW
11170-10	129.000000	RENT	LOW	RENT_COMPLEX	784.018107	3.000000	1.000000	0.000000	False	1092.553131	968.205790	1390.131167	LOW
11170-10	129.000000	RENT	MID	RENT_COMPLEX	784.018107	3.000000	1.000000	0.000000	False	1132.741224	1003.819935	1441.265267	LOW
11170-112	60.000000	BOTH	UNKNOWN	RENT_CELL	380.685023	1.000000	13.000000	0.000000	False	1128.224332	999.817126	1435.518111	LOW
11170-112	69.000000	RENT	UNKNOWN	RENT_CELL	325.839051	1.000000	21.000000	0.000000	False	1097.752489	972.813392	1396.746672	LOW
11170-119	84.000000	BOTH	HIGH	RENT_CELL	1438.662585	14.000000	0.000000	0.000000	False	2601.432846	2305.354563	3309.983539	MEDIUM
11170-119	84.000000	BOTH	LOW	RENT_CELL	1438.662585	14.000000	0.000000	0.000000	False	2493.750519	2209.927942	3172.971841	LOW
11170-119	84.000000	BOTH	MID	RENT_CELL	1438.662585	14.000000	0.000000	0.000000	False	2585.226618	2290.992823	3289.363231	LOW
11170-119	168.000000	RENT	HIGH	RENT_CELL	1180.490529	1.000000	19.000000	0.000000	False	1872.980406	1659.809875	2383.122948	LOW
11170-12	15.000000	SALE	HIGH	RENT_COMPLEX	514.077574	9.000000	13.000000	0.000000	False	1397.100943	1238.091937	1777.628482	LOW
11170-12	30.000000	RENT	HIGH	RENT_CELL	521.923604	6.000000	14.000000	0.000000	False	1413.884824	1252.965586	1798.983780	LOW
11170-12	30.000000	RENT	MID	RENT_CELL	521.923604	6.000000	14.000000	0.000000	False	969.845728	859.464151	1234.002023	LOW
11170-12	36.000000	RENT	HIGH	RENT_CELL	457.626007	1.000000	13.000000	0.000000	False	1357.861419	1203.318403	1727.701313	LOW
11170-12	39.000000	RENT	MID	RENT_CELL	526.884649	1.000000	27.000000	0.000000	False	986.874803	874.555087	1255.669297	LOW
11170-12	54.000000	RENT	HIGH	RENT_CELL	372.866674	1.000000	46.000000	0.000000	False	1344.249177	1191.255419	1710.381514	LOW
11170-128	207.000000	RENT	HIGH	RENT_CELL	1414.338981	1.000000	26.000000	0.000000	False	1846.140323	1636.024556	2348.972448	LOW
11170-128	219.000000	SALE	HIGH	RENT_COMPLEX	1283.412033	3.000000	21.000000	0.000000	False	1629.884037	1444.381163	2073.814567	LOW
11170-128	240.000000	RENT	HIGH	RENT_CELL	1283.412033	1.000000	56.000000	0.000000	False	1667.027095	1477.296838	2121.074257	LOW
11170-128	243.000000	RENT	MID	RENT_CELL	920.411823	1.000000	21.000000	0.000000	False	1246.907158	1104.992239	1586.526507	LOW
11170-129	141.000000	RENT	HIGH	RENT_CELL	1246.661052	1.000000	20.000000	0.000000	False	1750.185180	1550.990407	2226.882060	LOW
11170-129	156.000000	RENT	MID	RENT_CELL	1071.579890	1.000000	7.000000	0.000000	False	1529.209713	1355.164941	1945.719639	LOW
11170-129	165.000000	RENT	LOW	RENT_CELL	931.874537	1.000000	17.000000	0.000000	False	1405.261585	1245.323788	1788.011834	LOW
11170-129	180.000000	RENT	MID	RENT_CELL	550.657031	2.000000	33.000000	0.000000	False	1100.995201	975.687039	1400.872599	LOW
11170-129	183.000000	RENT	MID	RENT_CELL	1441.330109	1.000000	52.000000	0.000000	False	1976.515876	1751.561606	2514.858311	LOW
11170-129	195.000000	RENT	MID	RENT_CELL	1088.123174	1.000000	16.000000	0.000000	False	1520.258708	1347.232681	1934.330654	LOW
11170-129	198.000000	RENT	HIGH	RENT_CELL	1115.845973	2.000000	38.000000	0.000000	False	1523.106144	1349.756040	1937.953644	LOW
11170-129	204.000000	RENT	LOW	RENT_CELL	995.264080	1.000000	52.000000	0.000000	False	1380.186674	1223.102742	1756.107285	LOW
11170-129	204.000000	RENT	MID	RENT_CELL	995.264080	1.000000	52.000000	0.000000	False	1401.664911	1242.136464	1783.435536	LOW
11170-135	48.000000	RENT	UNKNOWN	RENT_COMPLEX	341.299485	8.000000	38.000000	0.000000	False	991.122702	878.319518	1261.074193	LOW
11170-135	69.000000	BOTH	UNKNOWN	RENT_CELL	349.940933	4.000000	38.000000	0.000000	False	960.422298	851.113235	1222.011939	LOW
11170-135	78.000000	BOTH	UNKNOWN	RENT_CELL	341.299485	3.000000	41.000000	0.000000	False	944.572938	837.067747	1201.845698	LOW
11170-135	99.000000	RENT	UNKNOWN	RENT_CELL	294.564561	1.000000	49.000000	0.000000	False	877.774545	777.871916	1116.853467	LOW
11170-136	126.000000	RENT	HIGH	RENT_COMPLEX	433.968016	6.000000	41.000000	0.000000	False	1102.618859	977.125903	1402.938492	LOW
11170-136	132.000000	RENT	LOW	RENT_CELL	415.722358	1.000000	55.000000	0.000000	False	1103.399186	977.817417	1403.931355	LOW
11170-136	144.000000	BOTH	LOW	RENT_CELL	452.633116	1.000000	56.000000	0.000000	False	1147.427833	1016.835009	1459.952059	LOW
11170-136	144.000000	BOTH	MID	RENT_CELL	452.633116	1.000000	56.000000	0.000000	False	1184.238531	1049.456150	1506.788864	LOW
11170-136	153.000000	RENT	HIGH	RENT_CELL	433.968016	2.000000	46.000000	0.000000	False	1156.507648	1024.881418	1471.504937	LOW
11170-136	168.000000	RENT	MID	RENT_CELL	438.917990	2.000000	41.000000	0.000000	False	1158.336265	1026.501914	1473.831614	LOW
11170-142	84.000000	RENT	UNKNOWN	RENT_CELL	498.500295	3.000000	39.000000	0.000000	False	943.820725	836.401147	1200.888606	LOW
11170-142	150.000000	BOTH	UNKNOWN	RENT_COMPLEX	498.500295	3.000000	39.000000	0.000000	False	837.458508	742.144390	1065.556576	LOW
11170-143	45.000000	BOTH	UNKNOWN	RENT_CELL	588.297055	1.000000	15.000000	0.000000	False	1070.507481	948.669234	1362.080957	LOW
11170-143	78.000000	RENT	UNKNOWN	RENT_CELL	633.586324	1.000000	37.000000	0.000000	False	1125.212367	997.147963	1431.685779	LOW
11170-143	90.000000	BOTH	UNKNOWN	RENT_CELL	650.863833	2.000000	3.000000	0.000000	False	1105.632849	979.796859	1406.773400	LOW
11170-143	126.000000	RENT	UNKNOWN	RENT_CELL	686.957599	3.000000	17.000000	0.000000	False	1050.657287	931.078261	1336.824178	LOW
11170-143	129.000000	RENT	UNKNOWN	RENT_CELL	538.944526	1.000000	50.000000	0.000000	False	942.288856	835.043625	1198.939502	LOW
11170-147	57.000000	RENT	UNKNOWN	RENT_CELL	1200.313796	1.000000	6.000000	0.000000	False	1644.732942	1457.540062	2092.707859	LOW
11170-147	63.000000	RENT	UNKNOWN	RENT_CELL	1230.759211	4.000000	5.000000	0.000000	False	1785.956315	1582.690303	2272.396157	LOW
11170-147	69.000000	RENT	UNKNOWN	RENT_CELL	1660.640238	1.000000	9.000000	0.000000	False	2445.538518	2167.203120	3111.628366	LOW
11170-147	84.000000	BOTH	UNKNOWN	RENT_CELL	1268.960673	3.000000	6.000000	0.000000	False	1873.922570	1660.644808	2384.321729	LOW
11170-150	42.000000	RENT	UNKNOWN	RENT_CELL	614.243483	1.000000	37.000000	0.000000	False	1030.082842	912.845466	1310.645883	LOW
11170-150	60.000000	RENT	UNKNOWN	RENT_CELL	445.991338	1.000000	17.000000	0.000000	False	885.220691	784.470590	1126.327716	LOW
11170-150	63.000000	RENT	UNKNOWN	RENT_CELL	776.838195	1.000000	16.000000	0.000000	False	1055.223291	935.124592	1342.633822	LOW
11170-153	135.000000	RENT	HIGH	NONE				0.000000	False	999.548096	885.785988	1271.794407	LOW
11170-153	135.000000	RENT	LOW	NONE				0.000000	False	979.858814	868.337613	1246.742367	LOW
11170-153	135.000000	RENT	MID	NONE				0.000000	False	975.963442	864.885587	1241.786015	LOW
11170-153	174.000000	RENT	HIGH	NONE				0.000000	False	1017.498883	901.693732	1294.634439	LOW
11170-153	174.000000	RENT	MID	NONE				0.000000	False	1000.277698	886.432552	1272.722731	LOW
11170-155	120.000000	RENT	UNKNOWN	RENT_CELL	660.917178	2.000000	5.000000	0.000000	False	1041.715513	923.154182	1325.446938	LOW
11170-155	153.000000	RENT	UNKNOWN	RENT_CELL	450.275288	1.000000	52.000000	0.000000	False	818.039643	724.935654	1040.848606	LOW
11170-161	120.000000	RENT	UNKNOWN	RENT_CELL	779.163867	3.000000	2.000000	0.000000	False	1134.988226	1005.811197	1444.124284	LOW
11170-163	81.000000	RENT	LOW	RENT_CELL	828.172435	1.000000	0.000000	0.000000	False	1258.030573	1114.849660	1600.679601	LOW
11170-163	84.000000	RENT	LOW	RENT_CELL	910.143053	1.000000	11.000000	0.000000	False	1302.522366	1154.277683	1657.289596	LOW
11170-163	84.000000	RENT	MID	RENT_CELL	910.143053	1.000000	11.000000	0.000000	False	1327.432462	1176.352673	1688.984439	LOW
11170-163	159.000000	RENT	HIGH	RENT_CELL	648.688748	1.000000	53.000000	0.000000	False	1126.741796	998.503322	1433.631778	LOW
11170-163	165.000000	RENT	LOW	RENT_CELL	931.304658	2.000000	18.000000	0.000000	False	1268.359095	1124.002656	1613.821296	LOW
11170-163	165.000000	RENT	MID	RENT_CELL	931.304658	2.000000	18.000000	0.000000	False	1278.688822	1133.156720	1626.964524	LOW
11170-179	186.000000	RENT	HIGH	RENT_CELL	1453.453048	1.000000	2.000000	0.000000	False	2099.237658	1860.315987	2671.005751	LOW
11170-179	192.000000	RENT	LOW	RENT_CELL	1179.572708	1.000000	33.000000	0.000000	False	1609.527977	1426.341899	2047.914140	LOW
11170-183	228.000000	BOTH	HIGH	RENT_CELL	1268.905702	2.000000	3.000000	0.000000	False	1946.563435	1725.018158	2476.747742	LOW
11170-183	228.000000	BOTH	LOW	RENT_CELL	1268.905702	2.000000	3.000000	0.000000	False	1889.454611	1674.409092	2404.084222	LOW
11170-183	228.000000	BOTH	MID	RENT_CELL	1268.905702	2.000000	3.000000	0.000000	False	1917.095556	1698.904123	2439.253715	LOW
11170-183	237.000000	BOTH	HIGH	RENT_CELL	1299.187955	2.000000	14.000000	0.000000	False	1983.927218	1758.129437	2524.288276	LOW
11170-183	237.000000	BOTH	LOW	RENT_CELL	1299.187955	2.000000	14.000000	0.000000	False	1925.722205	1706.548942	2450.229998	LOW
11170-183	237.000000	BOTH	MID	RENT_CELL	1299.187955	2.000000	14.000000	0.000000	False	1945.532274	1724.104357	2475.435724	LOW
11170-185	75.000000	RENT	UNKNOWN	RENT_CELL	861.945201	3.000000	39.000000	0.000000	False	1291.215913	1144.258058	1642.903612	LOW
11170-185	87.000000	RENT	UNKNOWN	RENT_CELL	740.077559	1.000000	40.000000	0.000000	False	1042.307786	923.679046	1326.200528	LOW
11170-185	93.000000	RENT	UNKNOWN	RENT_CELL	1046.679145	1.000000	47.000000	0.000000	False	1407.618305	1247.412282	1791.010453	LOW
11170-188	66.000000	BOTH	UNKNOWN	RENT_CELL	391.236660	2.000000	52.000000	0.000000	False	1063.994016	942.897090	1353.793424	LOW
11170-188	75.000000	BOTH	UNKNOWN	RENT_CELL	330.793319	2.000000	48.000000	0.000000	False	1074.928491	952.587073	1367.706115	LOW
11170-188	78.000000	BOTH	UNKNOWN	RENT_CELL	399.541315	2.000000	40.000000	0.000000	False	1081.064672	958.024874	1375.513604	LOW
11170-196	180.000000	RENT	HIGH	RENT_CELL	871.802741	3.000000	6.000000	0.000000	False	1494.617465	1324.509759	1901.705521	LOW
11170-196	180.000000	RENT	LOW	RENT_CELL	871.802741	3.000000	6.000000	0.000000	False	1434.158930	1270.932224	1824.779931	LOW
11170-196	180.000000	RENT	MID	RENT_CELL	871.802741	3.000000	6.000000	0.000000	False	1492.795080	1322.894787	1899.386775	LOW
11170-196	198.000000	RENT	HIGH	RENT_CELL	1333.996198	2.000000	38.000000	0.000000	False	2028.400132	1797.540731	2580.874251	LOW
11170-196	228.000000	RENT	HIGH	RENT_CELL	778.503036	2.000000	8.000000	0.000000	False	1338.807399	1186.432988	1703.457561	LOW
11170-196	228.000000	RENT	MID	RENT_CELL	778.503036	2.000000	8.000000	0.000000	False	1337.174993	1184.986372	1701.380538	LOW
11170-196	231.000000	RENT	LOW	RENT_CELL	863.672771	1.000000	13.000000	0.000000	False	1430.629867	1267.804817	1820.289660	LOW
11170-2	33.000000	RENT	HIGH	RENT_CELL	414.943746	1.000000	28.000000	0.000000	False	1086.662147	962.985280	1382.635659	LOW
11170-2	36.000000	RENT	MID	RENT_CELL	419.747803	1.000000	38.000000	0.000000	False	1063.733919	942.666595	1353.462484	LOW
11170-2	42.000000	RENT	HIGH	RENT_CELL	422.927041	8.000000	11.000000	0.000000	False	1044.674114	925.776054	1329.211371	LOW
11170-2	42.000000	RENT	LOW	RENT_CELL	422.927041	8.000000	11.000000	0.000000	False	1102.067941	976.637686	1402.237520	LOW
11170-2	42.000000	RENT	MID	RENT_CELL	422.927041	8.000000	11.000000	0.000000	False	1044.984331	926.050964	1329.606082	LOW
11170-2	45.000000	RENT	HIGH	RENT_CELL	399.099426	5.000000	4.000000	0.000000	False	1012.822820	897.549869	1288.684760	LOW
11170-2	45.000000	RENT	MID	RENT_CELL	399.099426	5.000000	4.000000	0.000000	False	1030.857840	913.532259	1311.631967	LOW
11170-2	54.000000	RENT	HIGH	RENT_CELL	532.925868	2.000000	9.000000	0.000000	False	987.887200	875.452260	1256.957440	LOW
11170-2	54.000000	RENT	MID	RENT_CELL	532.925868	2.000000	9.000000	0.000000	False	1002.036520	887.991196	1274.960602	LOW
11170-2	57.000000	RENT	MID	RENT_CELL	415.181203	1.000000	13.000000	0.000000	False	1035.982694	918.073835	1318.152674	LOW
11170-2	66.000000	BOTH	HIGH	RENT_CELL	424.256544	1.000000	47.000000	0.000000	False	999.125655	885.411627	1271.256906	LOW
11170-2	66.000000	BOTH	MID	RENT_CELL	424.256544	1.000000	47.000000	0.000000	False	1008.979742	894.144185	1283.794945	LOW
11170-2	69.000000	BOTH	LOW	RENT_CELL	304.728920	2.000000	7.000000	0.000000	False	1103.602770	977.997831	1404.190390	LOW
11170-2	69.000000	BOTH	MID	RENT_CELL	304.728920	2.000000	7.000000	0.000000	False	1041.678369	923.121265	1325.399677	LOW
11170-206	123.000000	BOTH	HIGH	RENT_CELL	1168.295327	1.000000	18.000000	0.000000	False	1574.875594	1395.633426	2003.823508	LOW
11170-206	144.000000	RENT	HIGH	RENT_CELL	1037.092630	8.000000	1.000000	0.000000	False	1361.016371	1206.114279	1731.715578	LOW
11170-206	144.000000	RENT	LOW	RENT_CELL	1037.092630	8.000000	1.000000	0.000000	False	1336.930723	1184.769904	1701.069736	LOW
11170-206	144.000000	RENT	MID	RENT_CELL	1037.092630	8.000000	1.000000	0.000000	False	1358.461489	1203.850177	1728.464824	LOW
11170-208	69.000000	RENT	UNKNOWN	RENT_CELL	650.119071	1.000000	17.000000	0.000000	False	1089.852014	965.812098	1386.694349	LOW
11170-208	72.000000	RENT	UNKNOWN	RENT_CELL	786.321624	2.000000	24.000000	0.000000	False	1131.894928	1003.069958	1440.188465	LOW
11170-208	75.000000	RENT	UNKNOWN	RENT_CELL	636.920093	1.000000	24.000000	0.000000	False	1084.146430	960.755886	1379.434738	LOW
11170-208	84.000000	BOTH	UNKNOWN	RENT_CELL	567.231590	1.000000	8.000000	0.000000	False	1034.843443	917.064247	1316.703127	LOW
11170-2099	150.000000	RENT	LOW	RENT_COMPLEX	375.206359	2.000000	2.000000	0.000000	False	934.619277	828.246948	1189.180964	LOW
11170-2099	156.000000	BOTH	MID	RENT_CELL	256.533611	1.000000	2.000000	0.000000	False	1004.006142	889.736648	1277.466689	LOW
11170-2099	198.000000	RENT	HIGH	RENT_CELL	493.879106	1.000000	23.000000	0.000000	False	1185.810866	1050.849533	1508.789456	LOW
11170-2325	141.000000	RENT	HIGH	RENT_CELL	949.313619	16.000000	2.000000	0.000000	False	1551.191956	1374.645307	1973.689172	LOW
11170-2325	141.000000	RENT	LOW	RENT_CELL	949.313619	16.000000	2.000000	0.000000	False	1507.039866	1335.518322	1917.511403	LOW
11170-2325	141.000000	RENT	MID	RENT_CELL	949.313619	16.000000	2.000000	0.000000	False	1553.134885	1376.367105	1976.161295	LOW
11170-2336	123.000000	RENT	UNKNOWN	RENT_CELL	388.395365	2.000000	22.000000	0.000000	False	855.672521	758.285402	1088.731529	LOW
11170-2336	126.000000	RENT	UNKNOWN	RENT_CELL	591.909857	1.000000	17.000000	0.000000	False	1022.322908	905.968718	1300.772381	LOW
11170-2343	132.000000	BOTH	UNKNOWN	RENT_CELL	594.917095	4.000000	12.000000	0.000000	False	1085.054447	961.560559	1380.590072	LOW
