apt_seq	area_type	floor_band	n_trades_24m	last_deal_ym	last_price_manwon	last_price_per_m2	mean_price_per_m2_24m	price_source
11350-204	72.0	MID	0				918.4895843483969	COMPLEX_MEAN
11350-204	84.0	HIGH	0				918.4895843483969	COMPLEX_MEAN
11350-204	84.0	LOW	6	202607.0	84700.0	1003.4356118943253	906.4881728073293	CELL_LAST
11350-204	84.0	MID	0				918.4895843483969	COMPLEX_MEAN
11350-205	48.0	HIGH	0				1004.718342556689	COMPLEX_MEAN
11350-205	48.0	LOW	14	202607.0	54000.0	1140.6844106463877	998.4006276781942	CELL_LAST
11350-205	48.0	MID	0				1004.718342556689	COMPLEX_MEAN
11350-205	54.0	HIGH	0				1004.718342556689	COMPLEX_MEAN
11350-205	54.0	LOW	9	202606.0	62000.0	1136.7803447011368	1014.5458990343478	CELL_LAST
11350-205	54.0	MID	0				1004.718342556689	COMPLEX_MEAN
11350-2053	15.0	UNKNOWN	7	202606.0	10400.0	709.8976109215017	685.5192588980984	CELL_LAST
11350-206	45.0	HIGH	0				999.6933695450504	COMPLEX_MEAN
11350-206	45.0	LOW	12	202607.0	54500.0	1183.75325803649	1042.2096727483347	CELL_LAST
11350-206	45.0	MID	0				999.6933695450504	COMPLEX_MEAN
11350-206	60.0	HIGH	0				999.6933695450504	COMPLEX_MEAN
11350-206	60.0	LOW	5	202604.0	52800.0	892.1933085501859	908.4150050692803	CELL_LAST
11350-206	60.0	MID	0				999.6933695450504	COMPLEX_MEAN
11350-206	72.0	HIGH	0				999.6933695450504	COMPLEX_MEAN
11350-206	72.0	LOW	1	202606.0	68000.0	945.8895534844902	945.8895534844902	CELL_LAST
11350-206	72.0	MID	0				999.6933695450504	COMPLEX_MEAN
11350-207	72.0	HIGH	0				1056.1993900400923	COMPLEX_MEAN
11350-207	72.0	LOW	4	202604.0	76500.0	1064.1257476700514	1053.6931423007372	CELL_LAST
11350-207	72.0	MID	0				1056.1993900400923	COMPLEX_MEAN
11350-207	84.0	HIGH	0				1056.1993900400923	COMPLEX_MEAN
11350-207	84.0	LOW	1	202602.0	90000.0	1066.2243809975123	1066.2243809975123	CELL_LAST
11350-207	84.0	MID	0				1056.1993900400923	COMPLEX_MEAN
11350-2072	60.0	HIGH	0				1185.4607165171756	COMPLEX_MEAN
11350-2072	60.0	LOW	0				1185.4607165171756	COMPLEX_MEAN
11350-2072	60.0	MID	2	202504.0	82000.0	1369.4054776219104	1364.0958698546365	CELL_LAST
11350-2072	84.0	HIGH	0				1185.4607165171756	COMPLEX_MEAN
11350-2072	84.0	LOW	0				1185.4607165171756	COMPLEX_MEAN
11350-2072	84.0	MID	1	202601.0	101500.0	1194.5392491467576	1194.5392491467576	CELL_LAST
11350-2072	120.0	HIGH	1	202505.0	132900.0	1095.775205303255	1095.775205303255	CELL_LAST
11350-2072	120.0	LOW	0				1185.4607165171756	COMPLEX_MEAN
11350-2072	120.0	MID	2	202604.0	129000.0	1063.619273770654	1047.1290524718843	CELL_LAST
11350-209	30.0	HIGH	5	202608.0	31800.0	1015.3256704980843	949.5530012771393	CELL_LAST
11350-209	30.0	LOW	11	202607.0	30000.0	957.8544061302682	939.1327063740857	CELL_LAST
11350-209	30.0	MID	13	202605.0	30500.0	973.8186462324393	950.2406916200018	CELL_LAST
11350-21	60.0	UNKNOWN	12	202608.0	48000.0	800.9344234940764	817.6205573168696	CELL_LAST
11350-21	84.0	UNKNOWN	4	202607.0	67000.0	788.3280385927757	744.2052006118367	CELL_LAST
11350-21	114.0	UNKNOWN	2	202606.0	40000.0	348.5535029627048	485.79644475426977	CELL_LAST
11350-212	72.0	HIGH	0				769.7625482323205	COMPLEX_MEAN
11350-212	72.0	LOW	2	202606.0	52500.0	730.7092751363991	739.7561518761831	CELL_LAST
11350-212	72.0	MID	2	202606.0	56000.0	779.423226812159	800.300634673199	CELL_LAST
11350-212	75.0	HIGH	0				769.7625482323205	COMPLEX_MEAN
11350-212	75.0	LOW	1	202505.0	59900.0	783.2041286232998	783.2041286232998	CELL_LAST
11350-212	75.0	MID	0				769.7625482323205	COMPLEX_MEAN
11350-212	81.0	HIGH	1	202601.0	61500.0	758.2407827510701	758.2407827510701	CELL_LAST
11350-212	81.0	LOW	0				769.7625482323205	COMPLEX_MEAN
11350-212	81.0	MID	1	202506.0	61000.0	752.0762235417119	752.0762235417119	CELL_LAST
11350-212	84.0	HIGH	0				769.7625482323205	COMPLEX_MEAN
11350-212	84.0	LOW	0				769.7625482323205	COMPLEX_MEAN
11350-212	84.0	MID	1	202503.0	66000.0	784.4656778437178	784.4656778437178	CELL_LAST
11350-213	66.0	HIGH	0				771.7619730092003	COMPLEX_MEAN
11350-213	66.0	LOW	1	202603.0	57000.0	847.7223040199883	847.7223040199883	CELL_LAST
11350-213	66.0	MID	1	202412.0	60000.0	892.3392673894614	892.3392673894614	CELL_LAST
11350-213	72.0	HIGH	0				771.7619730092003	COMPLEX_MEAN
11350-213	72.0	LOW	1	202606.0	62500.0	881.7496169679664	881.7496169679664	CELL_LAST
11350-213	72.0	MID	0				771.7619730092003	COMPLEX_MEAN
11350-213	84.0	HIGH	1	202607.0	69000.0	816.6559949059604	816.6559949059604	CELL_LAST
11350-213	84.0	LOW	2	202510.0	61500.0	724.4089294296134	772.3078012871476	CELL_LAST
11350-213	84.0	MID	0				771.7619730092003	COMPLEX_MEAN
11350-213	102.0	HIGH	1	202512.0	70000.0	686.1803281902485	686.1803281902485	CELL_LAST
11350-213	102.0	LOW	0				771.7619730092003	COMPLEX_MEAN
11350-213	102.0	MID	1	202509.0	51500.0	504.8326700256828	504.8326700256828	CELL_LAST
11350-2139	84.0	HIGH	19	202608.0	100000.0	1190.106407413887	1065.1630065733686	CELL_LAST
11350-2139	84.0	LOW	3	202604.0	86000.0	1023.3124863161702	1015.3798313834868	CELL_LAST
11350-2139	84.0	MID	2	202603.0	87500.0	1041.343106487151	1026.4667763944774	CELL_LAST
11350-214	84.0	HIGH	5	202606.0	89000.0	1048.5391140433553	1032.0452403393024	CELL_LAST
11350-214	84.0	LOW	6	202606.0	94000.0	1107.445805843544	1046.182846371348	CELL_LAST
11350-214	84.0	MID	10	202608.0	90000.0	1060.3204524033931	1021.3242224316682	CELL_LAST
11350-2140	60.0	HIGH	6	202608.0	95000.0	1585.4472630173564	1343.7132691635693	CELL_LAST
11350-2140	60.0	LOW	9	202607.0	98000.0	1635.5140186915887	1358.7290899268355	CELL_LAST
11350-2140	60.0	MID	10	202605.0	90500.0	1510.347129506008	1341.442247657762	CELL_LAST
11350-2140	84.0	HIGH	8	202607.0	105000.0	1235.8757062146894	1072.1225008200622	CELL_LAST
11350-2140	84.0	LOW	5	202603.0	90500.0	1065.2071563088514	1020.2247813253986	CELL_LAST
11350-2140	84.0	MID	11	202606.0	105000.0	1235.8757062146894	1095.0533355794757	CELL_LAST
11350-2141	18.0	HIGH	7	202603.0	12000.0	694.8465547191662	868.5581933989578	CELL_LAST
11350-2141	18.0	LOW	0				877.7690918620269	COMPLEX_MEAN
11350-2141	18.0	MID	1	202410.0	15900.0	920.6716850028952	920.6716850028952	CELL_LAST
11350-2141	30.0	HIGH	1	202410.0	26000.0	899.3427879626427	899.3427879626427	CELL_LAST
11350-2141	30.0	LOW	0				877.7690918620269	COMPLEX_MEAN
11350-2141	30.0	MID	0				877.7690918620269	COMPLEX_MEAN
11350-215	42.0	HIGH	0				689.990937651854	COMPLEX_MEAN
11350-215	42.0	LOW	1	202604.0	28700.0	671.1880261927035	671.1880261927035	CELL_LAST
11350-215	42.0	MID	0				689.990937651854	COMPLEX_MEAN
11350-215	45.0	HIGH	0				689.990937651854	COMPLEX_MEAN
11350-215	45.0	LOW	0				689.990937651854	COMPLEX_MEAN
11350-215	45.0	MID	0				689.990937651854	COMPLEX_MEAN
11350-215	84.0	HIGH	1	202606.0	59000.0	708.7938491110044	708.7938491110044	CELL_LAST
11350-215	84.0	LOW	0				689.990937651854	COMPLEX_MEAN
11350-215	84.0	MID	0				689.990937651854	COMPLEX_MEAN
11350-2151	60.0	HIGH	7	202604.0	82000.0	1372.3849372384936	1261.9246861924687	CELL_LAST
11350-2151	60.0	LOW	5	202607.0	82500.0	1380.7531380753137	1324.8535564853557	CELL_LAST
11350-2151	60.0	MID	5	202608.0	83000.0	1389.121338912134	1341.255230125523	CELL_LAST
11350-2151	84.0	HIGH	8	202608.0	93000.0	1100.2011120312316	1073.4955053820179	CELL_LAST
11350-2151	84.0	LOW	8	202607.0	88500.0	1051.943420896232	1013.4212978113278	CELL_LAST
11350-2151	84.0	MID	6	202607.0	87500.0	1040.0570545584214	1014.8702994193914	CELL_LAST
11350-216	84.0	HIGH	5	202607.0	75000.0	885.9069915779775	874.3311402213585	CELL_LAST
11350-216	84.0	LOW	2	202607.0	80000.0	944.967457683176	903.6251314095371	CELL_LAST
11350-216	84.0	MID	3	202607.0	82500.0	974.4976907357752	881.9696271709641	CELL_LAST
11350-217	84.0	HIGH	0				702.5238712060184	COMPLEX_MEAN
11350-217	84.0	LOW	9	202608.0	62000.0	734.2665624481868	715.0483593976535	CELL_LAST
11350-217	84.0	MID	1	202508.0	50000.0	589.8034774813033	589.8034774813033	CELL_LAST
11350-2194	60.0	HIGH	3	202605.0	68500.0	1143.0440347285146	1089.1336243834228	CELL_LAST
11350-2194	60.0	LOW	0				902.3514232259055	COMPLEX_MEAN
11350-2194	60.0	MID	1	202510.0	64000.0	1070.5420288109624	1070.5420288109624	CELL_LAST
11350-2194	84.0	HIGH	4	202603.0	74000.0	872.4172323624351	861.51409422205	CELL_LAST
11350-2194	84.0	LOW	7	202607.0	79000.0	931.3643426571944	875.6227747653372	CELL_LAST
11350-2194	84.0	MID	6	202607.0	74000.0	871.2616693138109	862.0297428112822	CELL_LAST
11350-2194	117.0	HIGH	0				902.3514232259055	COMPLEX_MEAN
11350-2194	117.0	LOW	0				902.3514232259055	COMPLEX_MEAN
11350-2194	117.0	MID	1	202603.0	90000.0	766.1941518954366	766.1941518954366	CELL_LAST
11350-22	60.0	HIGH	2	202608.0	51000.0	850.7089241034195	815.6797331109258	CELL_LAST
11350-22	60.0	LOW	1	202503.0	50000.0	834.0283569641367	834.0283569641367	CELL_LAST
11350-22	60.0	MID	2	202607.0	49000.0	817.347789824854	834.0283569641367	CELL_LAST
11350-22	84.0	HIGH	0				725.2965058767686	COMPLEX_MEAN
11350-22	84.0	LOW	2	202605.0	54800.0	645.0853443201884	646.262507357269	CELL_LAST
11350-22	84.0	MID	2	202606.0	63000.0	741.6127133608004	752.2071806945262	CELL_LAST
11350-22	114.0	HIGH	0				725.2965058767686	COMPLEX_MEAN
11350-22	114.0	LOW	3	202510.0	70000.0	614.4662921348314	591.0580524344568	CELL_LAST
11350-22	114.0	MID	0				725.2965058767686	COMPLEX_MEAN
11350-220	60.0	UNKNOWN	1	202607.0	42500.0	709.3974294775497	709.3974294775497	CELL_LAST
11350-220	84.0	UNKNOWN	0				709.3974294775497	COMPLEX_MEAN
11350-221	60.0	UNKNOWN	1	202605.0	28700.0	479.0519112001336	479.0519112001336	CELL_LAST
11350-221	81.0	UNKNOWN	1	202508.0	40000.0	492.8536224741252	492.8536224741252	CELL_LAST
11350-221	105.0	UNKNOWN	1	202506.0	39000.0	366.26596543951916	366.26596543951916	CELL_LAST
11350-222	45.0	UNKNOWN	1	202607.0	25000.0	555.926173004225	555.926173004225	CELL_LAST
11350-223	57.0	HIGH	0				859.8212853175576	COMPLEX_MEAN
11350-223	57.0	LOW	2	202605.0	52800.0	947.675055146432	913.5731118741172	CELL_LAST
11350-223	57.0	MID	0				859.8212853175576	COMPLEX_MEAN
11350-223	81.0	HIGH	2	202509.0	67000.0	818.2826323785889	806.069458760998	CELL_LAST
11350-223	81.0	LOW	0				859.8212853175576	COMPLEX_MEAN
11350-223	81.0	MID	0				859.8212853175576	COMPLEX_MEAN
11350-2231	18.0	HIGH	5	202604.0	14500.0	868.7837028160575	874.7753145596165	CELL_LAST
11350-2231	18.0	LOW	0				879.5686039544637	COMPLEX_MEAN
11350-2231	18.0	MID	5	202604.0	14500.0	868.7837028160575	884.361893349311	CELL_LAST
11350-224	60.0	HIGH	1	202507.0	54500.0	911.5236661649105	911.5236661649105	CELL_LAST
11350-224	60.0	LOW	0				766.991939875883	COMPLEX_MEAN
11350-224	60.0	MID	1	202602.0	55000.0	919.8862686067904	919.8862686067904	CELL_LAST
11350-224	72.0	HIGH	0				766.991939875883	COMPLEX_MEAN
11350-224	72.0	LOW	0				766.991939875883	COMPLEX_MEAN
11350-224	72.0	MID	1	202501.0	57000.0	803.4959120383423	803.4959120383423	CELL_LAST
11350-224	84.0	HIGH	4	202608.0	70000.0	824.4023083264633	758.1556942645154	CELL_LAST
11350-224	84.0	LOW	2	202608.0	64400.0	758.4501236603463	750.2061005770817	CELL_LAST
11350-224	84.0	MID	8	202606.0	65000.0	765.5164291602874	733.8652691084678	CELL_LAST
11350-227	69.0	UNKNOWN	1	202411.0	42800.0	615.7387426269601	615.7387426269601	CELL_LAST
11350-227	72.0	UNKNOWN	1	202606.0	48000.0	654.3075245365321	654.3075245365321	CELL_LAST
11350-227	75.0	UNKNOWN	0				635.0231335817462	COMPLEX_MEAN
11350-2275	48.0	HIGH	0				1377.39951733847	COMPLEX_MEAN
11350-2275	48.0	LOW	3	202605.0	74400.0	1538.0480846753355	1494.6354371240157	CELL_LAST
11350-2275	48.0	MID	0				1377.39951733847	COMPLEX_MEAN
11350-2275	60.0	HIGH	7	202604.0	87000.0	1450.0966731115407	1389.6164506205175	CELL_LAST
11350-2275	60.0	LOW	29	202608.0	98000.0	1633.4422294819653	1412.7425166333394	CELL_LAST
11350-2275	60.0	MID	18	202608.0	91000.0	1516.7677845189678	1460.0073958202418	CELL_LAST
11350-2275	84.0	HIGH	6	202605.0	103000.0	1211.7789621054367	1233.3597243325241	CELL_LAST
11350-2275	84.0	LOW	4	202604.0	96000.0	1129.4914935171894	1192.695002957867	CELL_LAST
11350-2275	84.0	MID	10	202607.0	108000.0	1270.677930206838	1247.1024593052832	CELL_LAST
11350-2275	105.0	HIGH	0				1377.39951733847	COMPLEX_MEAN
11350-2275	105.0	LOW	0				1377.39951733847	COMPLEX_MEAN
11350-2275	105.0	MID	1	202506.0	140000.0	1334.311828674361	1334.311828674361	CELL_LAST
11350-228	75.0	UNKNOWN	1	202509.0	46000.0	613.5787648392691	613.5787648392691	CELL_LAST
11350-2280	60.0	HIGH	5	202605.0	108000.0	1800.3000500083347	1556.9261543590596	CELL_LAST
11350-2280	60.0	LOW	10	202608.0	108500.0	1808.6347724620769	1524.7541256876145	CELL_LAST
11350-2280	60.0	MID	25	202606.0	107800.0	1796.9661610268377	1516.0526754459074	CELL_LAST
11350-2280	84.0	HIGH	6	202607.0	124000.0	1458.9951759030475	1338.392752088481	CELL_LAST
11350-2280	84.0	LOW	34	202607.0	115000.0	1353.1003647487942	1232.0480610175593	CELL_LAST
11350-2280	84.0	MID	26	202607.0	125000.0	1470.761266031298	1227.5652339189228	CELL_LAST
11350-23	84.0	HIGH	1	202605.0	60000.0	706.9635913750442	706.9635913750442	CELL_LAST
11350-23	84.0	LOW	4	202607.0	62400.0	735.2421350300459	681.6307293507717	CELL_LAST
11350-23	84.0	MID	4	202606.0	64000.0	755.2513570922823	701.5087271015141	CELL_LAST
11350-2301	60.0	HIGH	5	202606.0	72000.0	1200.2340456388995	1138.2219532808897	CELL_LAST
11350-2301	60.0	LOW	6	202607.0	70000.0	1166.894211037819	1101.881533565712	CELL_LAST
11350-2301	60.0	MID	5	202607.0	73500.0	1225.23892158971	1155.2252689274408	CELL_LAST
11350-2302	51.0	HIGH	0				1462.9299170784875	COMPLEX_MEAN
11350-2302	51.0	LOW	0				1462.9299170784875	COMPLEX_MEAN
11350-2302	51.0	MID	2	202605.0	78500.0	1571.5306708734306	1566.416398423246	CELL_LAST
11350-2302	60.0	HIGH	7	202605.0	100000.0	1668.2570717417273	1573.613982589389	CELL_LAST
11350-2302	60.0	LOW	25	202605.0	99000.0	1650.3685823167173	1515.4171957366614	CELL_LAST
11350-2302	60.0	MID	16	202608.0	108000.0	1800.2760423264901	1517.8105722973187	CELL_LAST
11350-2302	75.0	HIGH	4	202607.0	127000.0	1694.3250782791526	1509.216728191568	CELL_LAST
11350-2302	75.0	LOW	6	202605.0	119800.0	1598.2688533688383	1430.392812148266	CELL_LAST
11350-2302	75.0	MID	3	202604.0	117000.0	1560.913654792605	1485.3138481502283	CELL_LAST
11350-2302	84.0	HIGH	8	202602.0	124500.0	1466.4069143736147	1391.8624282544301	CELL_LAST
11350-2302	84.0	LOW	20	202607.0	119000.0	1400.4481434058898	1363.7489079800293	CELL_LAST
11350-2302	84.0	MID	16	202608.0	137500.0	1619.5257086455583	1430.4696944597383	CELL_LAST
11350-2302	114.0	HIGH	0				1462.9299170784875	COMPLEX_MEAN
11350-2302	114.0	LOW	1	202409.0	150000.0	1305.3432922324241	1305.3432922324241	CELL_LAST
11350-2302	114.0	MID	0				1462.9299170784875	COMPLEX_MEAN
11350-231	93.0	HIGH	0				552.9552232463146	COMPLEX_MEAN
11350-231	93.0	LOW	0				552.9552232463146	COMPLEX_MEAN
11350-231	93.0	MID	2	202603.0	51500.0	553.5848650972804	552.9552232463146	CELL_LAST
11350-2313	51.0	HIGH	0				1414.4684963140483	COMPLEX_MEAN
11350-2313	51.0	LOW	3	202608.0	89000.0	1780.7122849139657	1537.2815792983863	CELL_LAST
11350-2313	51.0	MID	1	202412.0	68500.0	1370.5482192877153	1370.5482192877153	CELL_LAST
11350-2313	60.0	HIGH	23	202608.0	101800.0	1697.2324108036014	1476.2990732261524	CELL_LAST
11350-2313	60.0	LOW	16	202608.0	94500.0	1575.525175058353	1484.4531510503502	CELL_LAST
11350-2313	60.0	MID	23	202607.0	102200.0	1703.901300433478	1475.0890554178127	CELL_LAST
11350-2313	75.0	HIGH	14	202608.0	115750.0	1544.3629086057372	1329.955956814631	CELL_LAST
11350-2313	75.0	LOW	6	202603.0	106000.0	1414.2761841227484	1340.8939292861908	CELL_LAST
11350-2313	75.0	MID	15	202607.0	112500.0	1501.0006671114074	1323.2587288715424	CELL_LAST
11350-2313	84.0	HIGH	8	202608.0	134800.0	1586.2555895504825	1432.837138150153	CELL_LAST
11350-2313	84.0	LOW	12	202608.0	144500.0	1700.4000941397976	1342.668863261944	CELL_LAST
11350-2313	84.0	MID	9	202605.0	122500.0	1441.5156507413508	1352.9980910541042	CELL_LAST
11350-232	66.0	UNKNOWN	0				535.924617196702	COMPLEX_MEAN
11350-232	84.0	UNKNOWN	1	202411.0	45500.0	535.924617196702	535.924617196702	CELL_LAST
11350-2328	51.0	HIGH	3	202605.0	63000.0	1207.8220858895706	1182.1102691256717	CELL_LAST
11350-2328	51.0	LOW	0				1171.1674707402647	COMPLEX_MEAN
11350-2328	51.0	MID	1	202605.0	60000.0	1150.0862564692352	1150.0862564692352	CELL_LAST
11350-2328	54.0	HIGH	1	202602.0	64000.0	1159.4202898550725	1159.4202898550725	CELL_LAST
11350-2328	54.0	LOW	0				1171.1674707402647	COMPLEX_MEAN
11350-2328	54.0	MID	0				1171.1674707402647	COMPLEX_MEAN
11350-2328	78.0	HIGH	0				1171.1674707402647	COMPLEX_MEAN
11350-2328	78.0	LOW	0				1171.1674707402647	COMPLEX_MEAN
11350-2328	78.0	MID	0				1171.1674707402647	COMPLEX_MEAN
11350-233	84.0	UNKNOWN	1	202511.0	57150.0	688.3054317716488	688.3054317716488	CELL_LAST
11350-234	75.0	HIGH	0				720.7151901072951	COMPLEX_MEAN
11350-234	75.0	LOW	1	202607.0	52500.0	708.5976515049264	708.5976515049264	CELL_LAST
11350-234	75.0	MID	0				720.7151901072951	COMPLEX_MEAN
11350-234	84.0	HIGH	0				720.7151901072951	COMPLEX_MEAN
11350-234	84.0	LOW	1	202607.0	63500.0	747.7626000942063	747.7626000942063	CELL_LAST
11350-234	84.0	MID	1	202506.0	59900.0	705.7853187227524	705.7853187227524	CELL_LAST
11350-235	51.0	HIGH	1	202602.0	50000.0	965.5492043874556	965.5492043874556	CELL_LAST
11350-235	51.0	LOW	0				933.7851443153529	COMPLEX_MEAN
11350-235	51.0	MID	0				933.7851443153529	COMPLEX_MEAN
11350-235	54.0	HIGH	2	202604.0	54500.0	995.6156375593715	940.8111070515163	CELL_LAST
11350-235	54.0	LOW	3	202608.0	56000.0	1023.0179028132992	977.3474607234198	CELL_LAST
11350-235	54.0	MID	6	202608.0	62500.0	1141.7610522469856	979.7832176348801	CELL_LAST
11350-235	84.0	HIGH	1	202411.0	70000.0	839.2379719214953	839.2379719214953	CELL_LAST
11350-235	84.0	LOW	1	202506.0	58500.0	692.6519690260247	692.6519690260247	CELL_LAST
11350-235	84.0	MID	1	202603.0	69000.0	816.9741173127471	816.9741173127471	CELL_LAST
11350-236	66.0	HIGH	1	202608.0	63000.0	965.9465509575136	965.9465509575136	CELL_LAST
11350-236	66.0	LOW	1	202502.0	52000.0	797.2892166633446	797.2892166633446	CELL_LAST
11350-236	66.0	MID	0				816.4423711332723	COMPLEX_MEAN
11350-236	81.0	HIGH	0				816.4423711332723	COMPLEX_MEAN
11350-236	81.0	LOW	0				816.4423711332723	COMPLEX_MEAN
11350-236	81.0	MID	0				816.4423711332723	COMPLEX_MEAN
11350-236	84.0	HIGH	0				816.4423711332723	COMPLEX_MEAN
11350-236	84.0	LOW	1	202512.0	57500.0	678.8104879171734	678.8104879171734	CELL_LAST
11350-236	84.0	MID	1	202606.0	70000.0	823.7232289950576	823.7232289950576	CELL_LAST
11350-237	84.0	HIGH	4	202605.0	69500.0	817.6855381429715	802.553127787482	CELL_LAST
11350-237	84.0	LOW	4	202607.0	69000.0	812.4433350210176	804.3435344773328	CELL_LAST
11350-237	84.0	MID	9	202606.0	77000.0	905.9249847051626	787.5695723365626	CELL_LAST
11350-237	105.0	HIGH	0				779.2720463355267	COMPLEX_MEAN
11350-237	105.0	LOW	1	202510.0	63200.0	594.4374947093181	594.4374947093181	CELL_LAST
11350-237	105.0	MID	1	202507.0	74000.0	696.0185855773663	696.0185855773663	CELL_LAST
11350-237	108.0	HIGH	0				779.2720463355267	COMPLEX_MEAN
11350-237	108.0	LOW	0				779.2720463355267	COMPLEX_MEAN
11350-237	108.0	MID	0				779.2720463355267	COMPLEX_MEAN
11350-238	48.0	UNKNOWN	0				793.9269334176815	COMPLEX_MEAN
11350-238	63.0	UNKNOWN	1	202507.0	50200.0	793.9269334176815	793.9269334176815	CELL_LAST
11350-238	66.0	UNKNOWN	0				793.9269334176815	COMPLEX_MEAN
11350-238	84.0	UNKNOWN	0				793.9269334176815	COMPLEX_MEAN
11350-24	60.0	UNKNOWN	7	202606.0	42500.0	715.4882154882155	726.3107263107264	CELL_LAST
11350-24	84.0	UNKNOWN	28	202606.0	53500.0	629.4858218613955	670.1285333169806	CELL_LAST
11350-241	69.0	UNKNOWN	2	202411.0	34500.0	502.32964472917877	502.32964472917877	CELL_LAST
11350-241	72.0	UNKNOWN	1	202503.0	34300.0	483.23471400394476	483.23471400394476	CELL_LAST
11350-242	42.0	UNKNOWN	1	202607.0	27000.0	655.6580864497329	655.6580864497329	CELL_LAST
11350-244	84.0	HIGH	2	202606.0	79500.0	936.5391638295616	909.4443200961277	CELL_LAST
11350-244	84.0	LOW	6	202606.0	61800.0	728.8165575800459	717.1633095041984	CELL_LAST
11350-244	84.0	MID	1	202601.0	75500.0	889.417696467068	889.417696467068	CELL_LAST
11350-245	72.0	HIGH	1	202505.0	66500.0	905.6737395472993	905.6737395472993	CELL_LAST
11350-245	72.0	LOW	0				848.8487628537779	COMPLEX_MEAN
11350-245	72.0	MID	1	202506.0	63500.0	870.9248261579186	870.9248261579186	CELL_LAST
11350-245	84.0	HIGH	0				848.8487628537779	COMPLEX_MEAN
11350-245	84.0	LOW	1	202604.0	69900.0	826.544005486644	826.544005486644	CELL_LAST
11350-245	84.0	MID	1	202604.0	67000.0	792.2524802232497	792.2524802232497	CELL_LAST
11350-246	69.0	HIGH	0				836.0951415479929	COMPLEX_MEAN
11350-246	69.0	LOW	0				836.0951415479929	COMPLEX_MEAN
11350-246	69.0	MID	1	202412.0	59000.0	838.0681818181818	838.0681818181818	CELL_LAST
11350-246	84.0	HIGH	0				836.0951415479929	COMPLEX_MEAN
11350-246	84.0	LOW	0				836.0951415479929	COMPLEX_MEAN
11350-246	84.0	MID	1	202410.0	70500.0	834.1221012778041	834.1221012778041	CELL_LAST
11350-249	60.0	HIGH	4	202607.0	72900.0	1217.4958665263791	1139.0016199876413	CELL_LAST
11350-249	60.0	LOW	3	202607.0	68900.0	1150.6922524508575	1156.2592202904843	CELL_LAST
11350-249	60.0	MID	5	202605.0	70800.0	1182.4239691367302	1171.4013728142693	CELL_LAST
11350-249	84.0	HIGH	1	202510.0	81500.0	958.9250626536927	958.9250626536927	CELL_LAST
11350-249	84.0	LOW	3	202603.0	82000.0	964.8080384981939	976.5739901871963	CELL_LAST
11350-249	84.0	MID	1	202411.0	90000.0	1058.9356520102128	1058.9356520102128	CELL_LAST
11350-249	114.0	HIGH	0				1107.6102170658153	COMPLEX_MEAN
11350-249	114.0	LOW	0				1107.6102170658153	COMPLEX_MEAN
11350-249	114.0	MID	0				1107.6102170658153	COMPLEX_MEAN
11350-25	84.0	HIGH	0				758.3254791077601	COMPLEX_MEAN
11350-25	84.0	LOW	4	202602.0	63000.0	742.2243166823752	756.0673892554195	CELL_LAST
11350-25	84.0	MID	2	202511.0	65000.0	765.7869934024505	762.8416588124412	CELL_LAST
11350-251	75.0	UNKNOWN	1	202604.0	42700.0	575.0067330999192	575.0067330999192	CELL_LAST
11350-251	78.0	UNKNOWN	2	202606.0	43800.0	557.890714558655	555.9801299197554	CELL_LAST
11350-2515	39.0	HIGH	3	202608.0	64800.0	1659.9211025154978	1603.5657564424407	CELL_LAST
