apt_seq	floor_band	repr_floor	obs_height	sun_hours_winter	sun_hours_spring	view_block_pct	open_angle_mean	open_span_max	river_view	park_view	mountain_view
11170-156	LOW			4.625		66.0	72.44999999999999				
11170-156	MID			5.955		54.85	90.45				
11170-16	HIGH			7.75		33.3	84.0				
11170-16	LOW			3.58		76.4	70.1				
11170-16	MID			5.42		65.3	76.0				
11170-163	HIGH			7.0		50.0	93.1				
11170-163	LOW			6.92		59.7	87.1				
11170-163	MID			6.92		59.7	90.1				
11170-164	HIGH			7.42		16.7	105.6				
11170-164	LOW			5.17		62.5	92.7				
11170-164	MID			5.42		41.7	98.6				
11170-167	HIGH			8.08		13.9	107.7				
11170-167	LOW			7.83		19.4	106.8				
11170-167	MID			7.92		19.4	107.1				
11170-169	HIGH			1.75		58.3	62.3				
11170-169	LOW			1.42		63.9	59.1				
11170-169	MID			1.42		63.9	59.1				
11170-17	HIGH			6.75		18.1	94.0				
11170-17	LOW			4.33		77.8	76.2				
11170-17	MID			6.5		52.8	82.9				
11170-174	HIGH			8.08		11.1	130.0				
11170-174	LOW			7.58		34.7	99.4				
11170-174	MID			7.75		23.6	107.7				
11170-178	HIGH			8.08		0.0	136.0				
11170-178	LOW			8.08		2.8	132.8				
11170-178	MID			8.08		0.0	133.1				
11170-179	HIGH			8.08		0.0	114.1				
11170-179	LOW			8.08		2.8	101.4				
11170-179	MID			8.08		0.0	102.1				
11170-183	HIGH			8.08		5.6	109.8				
11170-183	LOW			8.08		20.8	103.5				
11170-183	MID			8.08		9.7	108.0				
11170-184	HIGH			7.5		19.4	111.5				
11170-184	LOW			5.0		44.4	88.5				
11170-184	MID			6.67		22.2	100.3				
11170-19	HIGH			8.08		26.4	85.1				
11170-19	LOW			3.5		68.1	65.4				
11170-19	MID			4.92		66.7	76.0				
11170-191	HIGH			4.92		68.1	77.7				
11170-191	LOW			2.67		75.0	66.7				
11170-191	MID			3.0		72.2	70.8				
11170-196	HIGH			8.08		1.4	110.9				
11170-196	LOW			8.08		6.9	106.2				
11170-196	MID			8.08		5.6	106.5				
11170-2	HIGH			4.83		52.8	83.1				
11170-2	LOW			4.83		52.8	82.1				
11170-2	MID			4.83		52.8	82.4				
11170-202	HIGH			7.33		38.9	84.6				
11170-202	LOW			5.83		59.7	75.5				
11170-202	MID			6.17		44.4	80.7				
11170-203	HIGH			3.67		73.6	74.2				
11170-203	LOW			1.83		88.9	59.4				
11170-203	MID			3.0		83.3	66.0				
11170-206	HIGH			4.83		50.0	88.4				
11170-206	LOW			1.5		65.3	81.4				
11170-206	MID			3.25		62.5	84.8				
11170-207	HIGH			8.08		33.3	109.4				
11170-207	LOW			8.08		40.3	105.3				
11170-207	MID			8.08		38.9	107.4				
11170-2099	HIGH			8.08		13.9	122.5				
11170-2099	LOW			8.0		18.1	121.3				
11170-2099	MID			8.08		16.7	121.7				
11170-22	HIGH			7.5		0.0	94.5				
11170-22	LOW			7.33		18.1	90.6				
11170-22	MID			7.42		5.6	92.0				
11170-228	HIGH			5.92		16.7	116.2				
11170-228	LOW			5.92		29.2	115.2				
11170-228	MID			5.92		25.0	115.5				
11170-2304	HIGH			4.33		69.4	66.3				
11170-2304	LOW			3.17		80.6	61.9				
11170-2304	MID			3.75		76.4	63.8				
11170-2305	HIGH			4.08		65.3	81.5				
11170-2305	LOW			2.67		73.6	74.8				
11170-2305	MID			3.58		69.4	77.4				
11170-2306	HIGH			4.42		72.2	67.9				
11170-2306	LOW			4.08		81.9	59.1				
11170-2306	MID			4.42		77.8	63.0				
11170-2307	HIGH			5.25		54.2	104.2				
11170-2307	LOW			4.25		56.9	84.9				
11170-2307	MID			4.42		56.9	97.2				
11170-2310	HIGH			7.415		35.4	84.7				
11170-2310	LOW			5.08		50.7	75.0				
11170-2310	MID			5.625		48.6	79.05				
11170-2318	HIGH			7.25		26.4	94.2				
11170-2318	LOW			5.0		61.1	64.8				
11170-2318	MID			5.17		47.2	74.5				
11170-2325	HIGH			8.08		20.8	109.8				
11170-2325	LOW			8.08		29.2	102.6				
11170-2325	MID			8.08		29.2	104.5				
11170-2327	HIGH			6.25		37.5	83.2				
11170-2327	LOW			4.545		77.8	68.15				
11170-2327	MID			5.42		65.25	74.05000000000001				
11170-2328	HIGH			7.875		16.65	84.75				
11170-2328	LOW			1.79		87.5	66.85				
11170-2328	MID			3.5		62.5	75.15				
11170-2338	HIGH			2.92		94.4	50.0				
11170-2338	LOW			2.92		97.2	38.7				
11170-2338	MID			2.92		97.2	43.5				
11170-2346	HIGH			8.08		0.0	107.5				
11170-2346	LOW			8.0		0.0	106.8				
11170-2346	MID			8.0		0.0	107.1				
11170-2348	HIGH			7.58		6.9	113.0				
11170-2348	LOW			3.58		31.9	85.9				
11170-2348	MID			5.5		31.9	101.5				
11170-2359	HIGH			7.04		39.55	92.0				
11170-2359	LOW			5.585		60.45	73.2				
11170-2359	MID			6.165		53.45	82.1				
11170-24	HIGH			7.75		0.0	90.6				
11170-24	LOW			7.67		34.7	87.5				
11170-24	MID			7.75		4.2	89.1				
11170-2426	HIGH			4.75		53.5	91.8				
11170-2426	LOW			1.92		87.5	53.05				
11170-2426	MID			2.67		72.19999999999999	64.35				
11170-2457	HIGH			6.875		45.1	94.4				
11170-2457	LOW			5.42		74.3	64.55				
11170-2457	MID			6.375		60.45	74.2				
11170-2496	HIGH			5.79		38.9	100.55				
11170-2496	LOW			1.0		81.95	64.1				
11170-2496	MID			3.58		56.95	81.2				
11170-2497	HIGH			6.08		54.2	92.9				
11170-2497	LOW			5.455		88.19999999999999	61.85				
11170-2497	MID			5.79		69.45	70.95				
11170-2521	HIGH			3.75		60.45	95.0				
11170-2521	LOW			2.46		65.25	71.45				
11170-2521	MID			2.665		64.6	78.3				
11170-2522	HIGH			6.25		31.9	115.2				
11170-2522	LOW			3.42		51.4	74.9				
11170-2522	MID			3.42		45.8	90.2				
11170-2539	HIGH			0.67		52.8	93.3				
11170-2539	LOW			0.0		70.8	70.9				
11170-2539	MID			0.0		65.3	79.3				
11170-257	HIGH			3.92		51.4	94.0				
11170-257	LOW			3.92		51.4	93.0				
11170-257	MID			3.92		51.4	93.3				
11170-259	HIGH			7.33		18.1	90.0				
11170-259	LOW			7.25		40.3	81.8				
11170-259	MID			7.25		26.4	87.8				
11170-261	HIGH			7.33		41.7	76.7				
11170-261	LOW			5.25		44.4	71.5				
11170-261	MID			6.17		44.4	73.8				
11170-262	HIGH			1.5		38.9	78.8				
11170-262	LOW			1.17		45.8	74.6				
11170-262	MID			1.5		38.9	76.6				
11170-2627	HIGH			6.75		22.2	124.6				
11170-2627	LOW			6.75		43.1	91.3				
11170-2627	MID			6.75		43.1	100.8				
11170-2671	HIGH			1.58		70.8	77.0				
11170-2671	LOW			0.92		93.1	63.1				
11170-2671	MID			0.92		90.3	69.1				
11170-2683	HIGH			5.33		68.1	75.5				
11170-2683	LOW			4.0		87.5	69.4				
11170-2683	MID			4.17		73.6	72.3				
11170-2686	HIGH			8.08		9.7	102.6				
11170-2686	LOW			8.0		22.2	100.9				
11170-2686	MID			8.0		16.7	101.8				
11170-27	HIGH			7.75		13.9	84.6				
11170-27	LOW			1.83		93.1	58.7				
11170-27	MID			3.75		75.0	70.1				
11170-2719	HIGH			7.92		5.6	103.6				
11170-2719	LOW			7.75		5.6	103.0				
11170-2719	MID			7.75		5.6	103.0				
11170-273	HIGH			8.08		36.1	114.9				
11170-273	LOW			8.08		40.3	96.2				
11170-273	MID			8.08		38.9	108.9				
11170-2735	HIGH			1.83		77.8	82.9				
11170-2735	LOW			1.42		88.9	75.8				
11170-2735	MID			1.42		87.5	79.7				
11170-2765	HIGH			7.25		2.8	114.4				
11170-2765	LOW			4.17		30.6	106.9				
11170-2765	MID			6.08		20.8	110.6				
11170-2766	HIGH			6.75		27.8	137.2				
11170-2766	LOW			6.75		54.2	95.4				
11170-2766	MID			6.75		30.6	104.5				
11170-2767	HIGH			8.08		13.9	145.3				
11170-2767	LOW			4.92		54.2	93.0				
11170-2767	MID			5.92		26.4	104.4				
11170-2810	HIGH			5.17		40.3	92.7				
11170-2810	LOW			3.25		58.3	74.5				
11170-2810	MID			3.25		43.1	81.7				
11170-2811	HIGH			6.33		43.75	86.55				
11170-2811	LOW			3.5		79.9	66.4				
11170-2811	MID			5.085		62.5	75.05				
11170-282	HIGH			5.92		27.8	104.5				
11170-282	LOW			5.92		27.8	97.3				
11170-282	MID			5.92		27.8	98.8				
11170-2821	HIGH			7.75		19.4	90.0				
11170-2821	LOW			7.17		54.2	66.0				
11170-2821	MID			7.67		44.4	75.4				
11170-2822	HIGH			8.08		0.0	121.6				
11170-2822	LOW			8.08		5.6	119.6				
11170-2822	MID			8.08		2.8	120.4				
11170-2839	HIGH			7.42		16.0	95.15				
11170-2839	LOW			5.415		66.0	78.5				
11170-2839	MID			6.205		55.55	85.6				
11170-284	HIGH			8.0		0.0	132.5				
11170-284	LOW			7.92		0.0	131.9				
11170-284	MID			8.0		0.0	132.1				
11170-2841	HIGH			7.21		24.3	85.69999999999999				
11170-2841	LOW			2.955		58.3	72.30000000000001				
11170-2841	MID			4.375		52.1	78.5				
11170-2843	HIGH			7.5		41.7	85.1				
11170-2843	LOW			2.92		84.7	61.3				
11170-2843	MID			5.33		76.4	69.3				
11170-285	HIGH			8.08		0.0	108.7				
11170-285	LOW			5.83		40.3	87.8				
11170-285	MID			6.83		30.6	90.8				
11170-2864	HIGH			8.08		0.0	107.9				
11170-2864	LOW			8.0		0.0	107.1				
11170-2864	MID			8.08		0.0	107.5				
11170-2865	HIGH			7.5		54.2	82.9				
11170-2865	LOW			7.17		69.4	77.5				
11170-2865	MID			7.42		55.6	78.9				
11170-2906	HIGH			3.58		72.2	71.5				
11170-2906	LOW			2.83		91.7	61.3				
11170-2906	MID			3.17		83.3	65.7				
11170-2907	HIGH			5.25		65.3	102.0				
11170-2907	LOW			1.08		69.4	81.0				
11170-2907	MID			1.42		69.4	91.2				
11170-2913	HIGH			2.58		59.7	66.2				
11170-2913	LOW			0.58		94.4	53.6				
11170-2913	MID			2.33		91.7	59.0				
11170-292	HIGH			8.08		22.2	104.5				
11170-292	LOW			8.0		23.6	103.1				
11170-292	MID			8.0		23.6	103.5				
11170-293	HIGH			3.795		39.55	100.95				
11170-293	LOW			1.0		65.94999999999999	63.2				
11170-293	MID			2.585		50.7	73.75				
11170-2960	HIGH			7.42		16.7	123.1				
11170-2960	LOW			5.17		51.4	76.9				
11170-2960	MID			6.33		36.1	94.0				
11170-3008	HIGH			7.165		15.25	116.5				
11170-3008	LOW			1.33		89.6	62.7				
11170-3008	MID			5.0		65.3	84.05000000000001				
11170-3048	HIGH			6.17		22.2	140.8				
11170-3048	LOW			5.58		36.1	102.5				
11170-3048	MID			6.17		22.2	127.0				
11170-3092	HIGH			8.08		0.0	110.5				
11170-3092	LOW			8.0		0.0	109.7				
11170-3092	MID			8.08		0.0	110.1				
11170-31	HIGH			7.5		38.9	85.6				
11170-31	LOW			7.17		43.1	84.0				
11170-31	MID			7.17		40.3	84.8				
11170-3107	HIGH			6.5		15.3	116.4				
11170-3107	LOW			3.92		43.1	96.3				
11170-3107	MID			3.92		20.8	103.3				
11170-3122	HIGH			5.21		37.5	105.45				
11170-3122	LOW			1.835		81.25	65.35				
11170-3122	MID			3.42		56.25	84.5				
11170-3174	HIGH			4.08		48.6	78.7				
11170-3174	LOW			3.58		58.3	73.0				
11170-3174	MID			3.67		55.6	75.7				
11170-3183	HIGH			2.25		95.8	52.7				
11170-3183	LOW			0.67		100.0	39.5				
11170-3183	MID			1.33		98.6	44.7				
11170-3188	HIGH			7.17		36.1	86.7				
11170-3188	LOW			3.17		41.7	72.9				
11170-3188	MID			3.33		36.1	78.1				
11170-3200	HIGH			6.0		84.7	73.2				
11170-3200	LOW			3.5		98.6	66.7				
11170-3200	MID			5.0		94.4	69.3				
11170-3209	HIGH			6.25		31.9	92.0				
11170-3209	LOW			4.17		52.8	71.6				
11170-3209	MID			4.42		45.8	77.6				
11170-3222	HIGH			1.5		45.8	93.5				
11170-3222	LOW			1.5		45.8	88.7				
11170-3222	MID			1.5		45.8	89.7				
11170-3232	HIGH			7.955		21.55	119.2				
11170-3232	LOW			6.29		54.85	90.7				
11170-3232	MID			6.875		41.0	103.4				
11170-3240	HIGH			7.42		11.1	95.5				
11170-3240	LOW			5.42		58.3	78.8				
11170-3240	MID			6.17		58.3	84.7				
11170-3278	HIGH			8.0		0.0	107.6				
11170-3278	LOW			8.0		33.3	102.3				
11170-3278	MID			8.0		25.0	104.9				
11170-3299	HIGH			3.25		58.3	83.2				
11170-3299	LOW			2.25		83.3	56.7				
11170-3299	MID			2.58		79.2	66.9				
11170-33	HIGH			1.75		72.9	71.9				
11170-33	LOW			0.375		93.75	60.25				
11170-33	MID			0.42		91.7	65.75				
11170-3342	HIGH			4.58		41.7	91.1				
11170-3342	LOW			0.67		62.5	76.4				
11170-3342	MID			0.67		55.6	81.3				
11170-34	HIGH			1.585		77.8	66.80000000000001				
11170-34	LOW			1.085		91.0	59.05				
11170-34	MID			1.125		88.9	60.55				
11170-3413	HIGH			8.08		29.2	84.1				
11170-3413	LOW			6.92		63.9	72.5				
11170-3413	MID			7.75		38.9	76.7				
11170-3423	HIGH			6.25		44.4	86.4				
11170-3423	LOW			2.5		51.4	67.3				
11170-3423	MID			5.83		48.6	74.3				
11170-35	HIGH			6.92		19.4	126.5				
11170-35	LOW			3.25		76.4	67.2				
11170-35	MID			4.33		70.8	79.4				
11170-3538	HIGH			8.08		15.3	93.0				
11170-3538	LOW			4.08		31.9	80.6				
11170-3538	MID			5.92		27.8	84.2				
11170-37	HIGH			3.67		93.1	69.6				
11170-37	LOW			2.0		93.1	64.8				
11170-37	MID			2.5		93.1	66.3				
11170-4	HIGH			0.33		84.7	58.9				
11170-4	LOW			0.33		84.7	56.6				
11170-4	MID			0.33		84.7	57.3				
11170-40	HIGH			7.5		11.1	111.6				
11170-40	LOW			5.79		68.75	91.95				
11170-40	MID			7.125		48.650000000000006	98.6				
11170-41	HIGH			7.375		38.15	86.4				
11170-41	LOW			0.0		83.35	58.5				
11170-41	MID			0.92		75.0	69.25				
11170-4177	HIGH			8.08		6.9	96.0				
11170-4177	LOW			7.83		9.7	94.4				
11170-4177	MID			8.0		6.9	95.1				
11170-4178	HIGH			5.75		51.4	100.45				
11170-4178	LOW			3.71		63.900000000000006	63.2				
11170-4178	MID			4.79		61.1	78.6				
11170-4186	HIGH			3.67		40.3	103.8				
11170-4186	LOW			3.08		65.3	85.7				
11170-4186	MID			3.58		56.9	91.5				
11170-4262	HIGH			7.92		18.1	107.9				
11170-4262	LOW			4.0		52.8	92.4				
11170-4262	MID			6.33		44.4	99.3				
11170-44	HIGH			4.83		73.6	80.5				
11170-44	LOW			3.83		84.7	59.7				
11170-44	MID			4.83		75.0	63.7				
11170-46	HIGH			8.08		9.7	118.8				
11170-46	LOW			6.25		38.2	112.95				
11170-46	MID			7.955		36.1	115.75				
11170-47	HIGH			7.58		30.6	91.4				
11170-47	LOW			4.67		68.1	64.5				
11170-47	MID			6.08		52.8	76.4				
11170-48	HIGH			8.08		22.2	118.9				
11170-48	LOW			7.25		47.2	112.4				
11170-48	MID			7.25		38.9	114.9				
11170-49	HIGH			7.5		29.15	98.55				
11170-49	LOW			4.585		67.35	83.1				
11170-49	MID			7.085		56.25	94.5				
11170-51	HIGH			5.33		43.1	78.3				
11170-51	LOW			4.42		45.8	76.4				
11170-51	MID			4.75		45.8	77.1				
11170-53	HIGH			7.75		54.2	76.4				
11170-53	LOW			6.17		87.5	68.9				
11170-53	MID			7.17		83.3	71.5				
11170-54	HIGH			7.045		50.0	78.85				
11170-54	LOW			3.75		95.1	63.05				
11170-54	MID			6.085		77.05000000000001	70.05				
11170-55	HIGH			6.75		33.3	98.9				
11170-55	LOW			0.5		79.2	72.1				
11170-55	MID			4.67		70.8	83.3				
11170-56	HIGH			6.17		30.6	111.3				
11170-56	LOW			5.92		65.3	101.6				
11170-56	MID			5.92		45.8	106.8				
11170-57	HIGH			5.58		20.8	118.4				
11170-57	LOW			5.58		50.0	79.7				
11170-57	MID			5.58		41.7	101.4				
11170-58	HIGH			3.58		65.3	81.0				
11170-58	LOW			0.92		86.1	71.7				
11170-58	MID			2.33		80.6	76.4				
11170-59	HIGH			7.08		81.9	73.3				
11170-59	LOW			3.0		97.2	62.6				
11170-59	MID			4.5		95.8	68.0				
11170-6	HIGH			8.0		0.0	142.7				
11170-6	LOW			6.83		43.1	114.0				
11170-6	MID			7.5		6.9	117.0				
11170-60	HIGH			7.83		6.9	111.45				
11170-60	LOW			7.75		11.1	110.7				
11170-60	MID			7.75		10.4	111.1				
11170-62	HIGH			6.42		72.2	76.4				
11170-62	LOW			0.0		98.6	66.5				
11170-62	MID			3.33		91.7	71.2				
11170-63	HIGH			8.08		37.5	114.0				
11170-63	LOW			8.08		47.2	108.4				
11170-63	MID			8.08		43.1	110.9				
11170-64	HIGH			8.08		43.1	116.5				
11170-64	LOW			8.08		54.2	110.4				
11170-64	MID			8.08		52.8	113.0				
11170-66	HIGH			7.25		47.2	88.9				
11170-66	LOW			2.33		87.5	63.8				
11170-66	MID			4.5		77.8	74.4				
11170-67	HIGH			7.5		36.8	87.2				
11170-67	LOW			1.625		93.75	60.6				
11170-67	MID			5.92		85.4	72.45				
11170-68	HIGH			7.58		44.4	81.2				
11170-68	LOW			6.42		86.1	73.2				
11170-68	MID			7.25		80.6	75.9				
11170-7	HIGH			8.04		0.0	148.45				
11170-7	LOW			7.915		6.25	131.75				
11170-7	MID			8.0		0.0	132.55				
11170-70	HIGH			7.665		18.05	118.4				
11170-70	LOW			7.665		45.1	107.15				
11170-70	MID			7.665		34.0	112.05				
11170-71	HIGH			8.08		19.4	104.3				
11170-71	LOW			4.125		71.5	81.4				
11170-71	MID			7.5		54.900000000000006	92.35				
11170-72	HIGH			7.92		0.0	98.3				
11170-72	LOW			5.92		66.69999999999999	88.5				
11170-72	MID			6.83		54.2	91.8				
11170-73	HIGH			8.08		9.7	123.1				
11170-73	LOW			8.08		9.7	122.5				
11170-73	MID			8.08		9.7	122.7				
11170-76	HIGH			7.79		0.0	120.65				
11170-76	LOW			6.46		38.2	114.9				
11170-76	MID			7.54		28.5	116.65				
11170-77	HIGH			7.83		11.1	99.3				
11170-77	LOW			5.08		54.2	87.8				
11170-77	MID			6.0		44.4	93.2				
11170-82	HIGH			8.08		0.0	124.6				
11170-82	LOW			8.08		16.7	113.9				
11170-82	MID			8.08		11.1	117.2				
11170-83	HIGH			8.08		0.0	119.8				
11170-83	LOW			7.42		31.9	98.7				
11170-83	MID			8.08		22.2	103.2				
11170-90	HIGH			7.33		36.1	98.2				
11170-90	LOW			7.33		47.2	87.9				
11170-90	MID			7.33		47.2	91.4				
11170-93	HIGH			7.5		38.9	98.0				
11170-93	LOW			7.375		50.7	91.8				
11170-93	MID			7.375		47.25	93.05				
11200-1	HIGH			8.08		4.2	94.2				
11200-1	LOW			3.75		88.9	63.4				
11200-1	MID			6.83		56.9	78.5				
11200-10	HIGH			8.0		13.9	92.3				
11200-10	LOW			5.75		47.2	71.5				
11200-10	MID			5.83		43.1	77.7				
11200-100	HIGH			8.08		15.3	97.1				
11200-100	LOW			6.5		70.8	70.3				
11200-100	MID			6.92		43.1	81.7				
11200-102	HIGH			2.75		66.7	77.2				
11200-102	LOW			0.0		83.3	63.6				
11200-102	MID			0.0		79.2	69.7				
11200-12	HIGH			8.08		36.1	91.1				
11200-12	LOW			5.33		50.0	80.5				
11200-12	MID			7.25		50.0	84.4				
11200-14	HIGH			7.83		25.0	104.6				
11200-14	LOW			2.92		69.4	66.3				
11200-14	MID			4.33		50.0	75.7				
11200-15	HIGH			8.08		37.5	88.0				
11200-15	LOW			8.0		48.6	81.8				
11200-15	MID			8.08		44.4	84.2				
11200-150	HIGH			7.75		77.8	68.2				
11200-150	LOW			6.92		79.2	64.2				
11200-150	MID			7.75		77.8	66.1				
11200-152	HIGH			7.25		52.8	78.9				
11200-152	LOW			4.58		84.7	71.9				
11200-152	MID			6.75		75.0	74.8				
11200-153	HIGH			7.75		50.0	88.5				
11200-153	LOW			7.75		63.9	86.0				
11200-153	MID			7.75		59.7	87.3				
11200-155	HIGH			8.08		5.6	121.1				
11200-155	LOW			8.08		16.7	101.6				
11200-155	MID			8.08		16.7	107.3				
11200-17	HIGH			8.08		0.0	109.2				
11200-17	LOW			8.08		9.7	99.1				
11200-17	MID			8.08		4.2	100.6				
11200-18	HIGH			7.5		21.5	82.45				
11200-18	LOW			1.0		97.2	59.05				
11200-18	MID			3.415		92.4	69.8				
11200-1831	HIGH			7.75		19.4	81.0				
11200-1831	LOW			7.08		66.7	75.0				
11200-1831	MID			7.5		29.2	78.0				
11200-1848	HIGH			8.08		22.2	109.4				
11200-1848	LOW			4.58		66.7	74.5				
11200-1848	MID			7.58		30.6	82.5				
11200-19	HIGH			8.08		10.4	105.6				
11200-19	LOW			5.125		53.45	73.75				
11200-19	MID			6.835		27.8	85.75				
11200-2	HIGH			7.92		11.1	90.0				
11200-2	LOW			3.125		85.4	64.44999999999999				
11200-2	MID			5.54		66.65	73.6				
11200-20	HIGH			7.665		11.8	93.55				
11200-20	LOW			4.08		56.25	71.35				
11200-20	MID			6.455		47.95	79.85				
11200-21	HIGH			7.75		19.4	83.9				
11200-21	LOW			3.25		91.7	62.6				
11200-21	MID			5.17		77.8	72.3				
11200-22	HIGH			7.75		20.8	92.5				
11200-22	LOW			1.58		90.3	58.8				
11200-22	MID			5.17		62.5	72.2				
11200-23	HIGH			6.58		54.2	68.1				
11200-23	LOW			4.92		97.2	59.1				
11200-23	MID			5.67		93.1	62.9				
11200-24	HIGH			6.83		52.8	80.8				
11200-24	LOW			0.92		86.1	52.2				
11200-24	MID			2.0		84.7	62.5				
11200-25	HIGH			4.75		77.8	74.4				
11200-25	LOW			4.33		87.5	71.0				
11200-25	MID			4.42		87.5	72.1				
11200-2674	HIGH			7.17		41.7	77.0				
11200-2674	LOW			2.67		70.8	65.4				
11200-2674	MID			4.92		56.9	71.0				
11200-2675	HIGH			7.04		65.25	75.69999999999999				
11200-2675	LOW			2.205		99.3	56.75				
11200-2675	MID			2.83		98.6	59.8				
11200-2689	HIGH			7.25		40.3	79.5				
11200-2689	LOW			5.5		61.1	65.0				
11200-2689	MID			5.5		44.4	70.7				
11200-2691	HIGH			8.08		0.0	85.7				
11200-2691	LOW			3.33		70.8	71.1				
11200-2691	MID			7.33		61.1	78.1				
11200-2696	HIGH			5.83		63.9	82.2				
11200-2696	LOW			2.92		79.2	70.0				
11200-2696	MID			3.58		73.6	75.4				
11200-27	HIGH			7.5		2.8	90.4				
11200-27	LOW			5.67		75.0	72.3				
11200-27	MID			6.08		56.9	83.6				
11200-2703	HIGH			6.75		23.6	88.2				
11200-2703	LOW			5.58		54.2	75.5				
11200-2703	MID			6.25		47.2	80.6				
11200-2718	HIGH			8.04		22.9	94.85				
11200-2718	LOW			3.0		91.7	61.35				
11200-2718	MID			5.545		62.5	72.8				
11200-2722	HIGH			5.5		54.2	75.9				
11200-2722	LOW			2.67		69.4	64.3				
11200-2722	MID			3.33		63.9	69.4				
11200-2728	HIGH			7.5		47.2	84.8				
11200-2728	LOW			7.42		52.8	79.1				
11200-2728	MID			7.42		52.8	81.9				
11200-2729	HIGH			3.75		61.1	76.3				
11200-2729	LOW			3.42		69.4	72.2				
11200-2729	MID			3.5		68.1	73.5				
11200-2734	HIGH			6.25		34.7	86.0				
11200-2734	LOW			3.0		61.1	72.7				
11200-2734	MID			4.33		51.4	78.0				
11200-2751	HIGH			8.08		23.6	95.7				
11200-2751	LOW			1.0		72.2	61.8				
11200-2751	MID			6.42		38.9	71.5				
11200-2777	HIGH			4.33		86.1	66.6				
11200-2777	LOW			4.0		98.6	61.6				
11200-2777	MID			4.17		90.3	64.0				
11200-2781	HIGH			7.46		53.45	81.85				
11200-2781	LOW			5.205		79.85	69.5				
11200-2781	MID			5.96		74.30000000000001	74.6				
11200-2789	HIGH			6.75		43.1	78.6				
11200-2789	LOW			2.25		72.2	61.8				
11200-2789	MID			3.5		63.9	68.8				
11200-28	HIGH			7.5		13.9	82.4				
11200-28	LOW			5.25		70.8	71.4				
11200-28	MID			7.08		58.3	76.7				
11200-2820	HIGH			5.83		59.7	78.4				
11200-2820	LOW			3.0		90.3	66.7				
11200-2820	MID			3.67		81.9	70.5				
11200-2828	HIGH			5.25		45.8	81.5				
11200-2828	LOW			5.0		56.9	76.0				
11200-2828	MID			5.0		50.0	80.2				
11200-2829	HIGH			8.08		27.8	106.1				
11200-2829	LOW			8.0		52.8	87.7				
11200-2829	MID			8.0		45.8	93.9				
11200-2876	HIGH			7.79		31.25	97.35				
11200-2876	LOW			5.835		47.900000000000006	83.30000000000001				
11200-2876	MID			6.04		43.75	88.7				
11200-2879	HIGH			7.79		20.1	83.19999999999999				
11200-2879	LOW			3.04		85.4	64.15				
11200-2879	MID			4.375		77.1	72.65				
11200-2882	HIGH			7.92		26.4	93.3				
11200-2882	LOW			7.75		44.4	84.0				
11200-2882	MID			7.83		41.7	88.5				
11200-2883	HIGH			5.58		44.4	86.8				
11200-2883	LOW			4.58		68.1	68.0				
11200-2883	MID			4.83		56.9	75.3				
11200-2884	HIGH			6.33		25.0	107.8				
11200-2884	LOW			5.5		55.6	82.2				
11200-2884	MID			5.92		47.2	90.1				
11200-2885	HIGH			7.665		30.55	106.95				
11200-2885	LOW			6.75		56.95	76.4				
11200-2885	MID			7.085		44.45	87.95				
11200-2895	HIGH			7.625		1.4	85.7				
11200-2895	LOW			7.085		25.0	79.25				
11200-2895	MID			7.165		19.450000000000003	82.7				
11200-2899	HIGH			6.0		48.6	81.2				
11200-2899	LOW			1.75		70.8	68.0				
11200-2899	MID			2.67		59.7	73.4				
11200-29	HIGH			6.96		53.45	86.5				
11200-29	LOW			1.835		86.1	54.35				
11200-29	MID			2.42		80.6	65.80000000000001				
11200-2900	HIGH			8.0		37.5	87.7				
11200-2900	LOW			1.83		84.7	65.9				
11200-2900	MID			2.42		65.3	74.6				
11200-2902	HIGH			6.67		20.8	87.0				
11200-2902	LOW			2.92		77.8	73.5				
11200-2902	MID			5.33		44.4	79.9				
11200-2914	HIGH			7.375		29.200000000000003	82.35				
11200-2914	LOW			3.335		94.4	67.3				
11200-2914	MID			5.165		79.2	72.45				
11200-2915	HIGH			7.33		38.9	81.4				
11200-2915	LOW			0.75		80.6	58.9				
11200-2915	MID			1.5		76.4	68.0				
11200-2923	HIGH			5.25		19.45	141.9				
11200-2923	LOW			4.915		19.45	103.3				
11200-2923	MID			4.915		19.45	117.4				
11200-2925	HIGH			7.335		45.8	80.55000000000001				
11200-2925	LOW			1.165		79.85	64.9				
11200-2925	MID			3.665		76.35	72.35				
11200-2933	HIGH			6.75		37.5	76.3				
11200-2933	LOW			6.42		45.8	74.2				
11200-2933	MID			6.58		45.8	74.9				
11200-2935	HIGH			7.875		37.5	97.5				
11200-2935	LOW			4.0		77.80000000000001	64.5				
11200-2935	MID			4.295		52.75	74.94999999999999				
11200-2938	HIGH			7.25		25.0	83.7				
11200-2938	LOW			6.75		68.1	69.0				
11200-2938	MID			6.75		55.6	77.1				
11200-2944	HIGH			6.375		28.45	86.75				
11200-2944	LOW			3.875		87.5	63.05				
11200-2944	MID			5.375		70.1	70.80000000000001				
11200-2968	HIGH			8.0		23.6	97.0				
11200-2968	LOW			5.58		54.2	68.7				
