aptSeq	floor_band	n_obs	repr_floor	obs_height	winter_sunlight_hours	winter_continuous_hours	winter_total_hours_8_16	sun_hours_spring	open_span_max	view_block_pct	open_angle_mean	assign_confidence
11110-91	LOW	7	3.0	7.1	1.92	1.92	2.67	7.92	130.0	58.3	78.9	NAME
11110-91	MID	7	7.0	18.3	4.92	4.17	5.92	8.08	145.0	54.2	85.2	NAME
11110-92	HIGH	1	8.0	21.1	6.08	6.08	8.08	8.08	275.0	23.6	112.9	HIGH
11110-92	LOW	1	2.0	4.3	6.08	6.08	8.08	7.83	175.0	40.3	107.9	HIGH
11110-92	MID	1	5.0	12.7	6.08	6.08	8.08	7.92	190.0	36.1	110.3	HIGH
11140-1000	HIGH	1	33.0	91.1	2.58	2.25	4.5	5.75	130.0	29.2	107.5	LOW
11140-1000	LOW	1	7.0	18.3	2.08	1.75	2.75	5.08	25.0	75.0	54.7	LOW
11140-1000	MID	1	20.0	54.7	2.58	2.25	3.92	5.75	50.0	55.6	65.9	LOW
11140-1010	HIGH	1	16.0	43.5	5.25	5.25	5.42	8.08	75.0	66.7	69.4	LEVEL_MISMATCH
11140-1010	LOW	1	4.0	9.9	2.5	1.33	2.5	6.58	15.0	93.1	56.1	LEVEL_MISMATCH
11140-1010	MID	1	10.0	26.7	3.83	2.42	3.83	7.83	25.0	80.6	62.5	LEVEL_MISMATCH
11140-1012	HIGH	3	17.0	46.3	6.08	6.08	7.42	8.08	215.0	19.4	88.9	LOW
11140-1012	LOW	3	4.0	9.9	2.67	2.33	2.67	7.83	30.0	81.9	66.6	LOW
11140-1012	MID	3	10.0	26.7	5.33	5.33	5.75	8.08	85.0	45.8	74.3	LOW
11140-1026	HIGH	4	14.0	37.900000000000006	5.165	4.915	6.0	8.08	147.5	43.05	81.2	MIXED
11140-1026	LOW	4	3.0	7.1	2.795	2.795	3.295	4.795	57.5	70.15	63.05	MIXED
11140-1026	MID	4	8.5	22.5	3.75	3.75	4.295	6.125	87.5	61.8	69.75	MIXED
11140-1039	HIGH	6	28.0	77.1	6.08	6.08	8.08	8.08	242.5	31.950000000000003	113.65	LEVEL_MISMATCH
11140-1039	LOW	6	6.0	15.5	5.33	5.33	6.25	6.665	27.5	84.75	61.7	LEVEL_MISMATCH
11140-1039	MID	6	17.0	46.3	6.08	6.08	7.375	8.08	170.0	42.349999999999994	79.85	LEVEL_MISMATCH
11140-1053	HIGH	1	6.0	15.5	6.08	6.08	8.0	8.08	345.0	4.2	92.2	LOW
11140-1053	LOW	1	2.0	4.3	6.08	6.08	7.92	8.08	195.0	30.6	87.5	LOW
11140-1053	MID	1	4.0	9.9	6.08	6.08	8.0	8.08	215.0	18.1	89.9	LOW
11140-1097	HIGH	1	27.0	74.3	5.92	5.92	6.92	6.5	310.0	13.9	123.4	HIGH
11140-1097	LOW	1	6.0	15.5	5.92	5.92	6.33	6.0	95.0	61.1	76.2	HIGH
11140-1097	MID	1	16.0	43.5	5.92	5.92	6.92	6.25	235.0	19.4	97.5	HIGH
11140-1099	HIGH	1	25.0	68.7	5.08	5.08	6.08	8.08	140.0	40.3	96.3	NAME
11140-1099	LOW	1	5.0	12.7	4.58	4.58	5.58	7.25	90.0	62.5	80.1	NAME
11140-1099	MID	1	15.0	40.7	4.58	4.58	5.58	8.08	100.0	55.6	89.9	NAME
11140-1106	HIGH	3	17.0	46.3	5.0	4.83	6.58	7.25	95.0	38.9	85.2	HIGH
11140-1106	LOW	3	4.0	9.9	1.75	1.58	2.75	6.33	50.0	79.2	59.6	HIGH
11140-1106	MID	3	10.0	26.7	4.42	4.25	5.08	6.75	65.0	65.3	67.2	HIGH
11140-1119	HIGH	1	31.0	85.5	6.08	6.08	8.08	8.08	285.0	20.8	117.4	LOW
11140-1119	LOW	1	7.0	18.3	6.08	6.08	7.5	8.08	205.0	37.5	99.8	LOW
11140-1119	MID	1	19.0	51.9	6.08	6.08	7.92	8.08	205.0	37.5	108.2	LOW
11140-1123	HIGH	1	28.0	77.1	6.08	6.08	8.08	8.08	200.0	26.4	115.4	LOW
11140-1123	LOW	1	6.0	15.5	4.83	4.83	5.83	8.08	150.0	51.4	94.6	LOW
11140-1123	MID	1	17.0	46.3	5.42	5.42	6.42	8.08	175.0	38.9	103.4	LOW
11140-1124	HIGH	1	17.0	46.3	5.5	5.33	6.17	7.83	155.0	44.4	83.5	HIGH
11140-1124	LOW	1	4.0	9.9	2.58	2.5	2.58	5.58	20.0	94.4	61.7	HIGH
11140-1124	MID	1	10.0	26.7	3.42	3.42	3.42	6.58	45.0	73.6	72.9	HIGH
11140-1131	HIGH	1	12.0	32.3	6.08	6.08	7.25	8.08	105.0	38.9	103.7	LOW
11140-1131	LOW	1	3.0	7.1	5.75	5.75	6.75	6.83	105.0	58.3	93.8	LOW
11140-1131	MID	1	7.0	18.3	5.75	5.75	6.75	7.5	105.0	52.8	96.8	LOW
11140-1133	HIGH	1	9.0	23.9	5.42	5.42	6.42	8.08	95.0	48.6	70.4	LOW
11140-1133	LOW	1	2.0	4.3	4.58	4.58	5.42	7.83	40.0	83.3	63.2	LOW
11140-1133	MID	1	5.0	12.7	4.58	4.58	5.5	8.08	65.0	76.4	66.2	LOW
11140-1139	HIGH	1	9.0	23.9	5.75	5.75	6.75	8.08	300.0	13.9	95.3	LOW
11140-1139	LOW	1	2.0	4.3	5.0	2.83	6.0	8.08	130.0	26.4	91.3	LOW
11140-1139	MID	1	5.0	12.7	5.75	5.75	6.75	8.08	130.0	25.0	93.0	LOW
11140-1141	HIGH	15	13.0	35.1	5.75	5.5	6.67	8.0	115.0	52.8	78.4	NAME
11140-1141	LOW	15	3.0	7.1	1.0	1.0	1.25	5.33	25.0	87.5	60.2	NAME
11140-1141	MID	15	8.0	21.1	3.33	3.33	3.33	6.67	30.0	76.4	68.4	NAME
11140-1142	HIGH	2	27.0	74.3	6.08	6.08	8.08	7.875	190.0	30.549999999999997	109.44999999999999	LOW
11140-1142	LOW	2	6.0	15.5	6.08	6.08	8.08	7.625	170.0	50.0	92.6	LOW
11140-1142	MID	2	16.0	43.5	6.08	6.08	8.08	7.625	190.0	41.0	101.15	LOW
11140-1144	HIGH	13	13.0	35.1	6.08	6.08	7.17	8.08	155.0	22.2	84.7	NAME
11140-1144	LOW	13	3.0	7.1	2.25	1.92	2.25	5.58	50.0	68.1	67.3	NAME
11140-1144	MID	13	8.0	21.1	4.08	3.75	4.58	7.0	105.0	61.1	75.7	NAME
11140-1147	HIGH	4	13.0	35.1	5.915	5.915	6.835	8.08	150.0	29.85	81.95	NAME
11140-1147	LOW	4	3.0	7.1	1.0	0.795	1.045	5.75	40.0	70.80000000000001	69.05000000000001	NAME
11140-1147	MID	4	8.0	21.1	3.21	3.21	3.875	7.375	95.0	58.349999999999994	74.44999999999999	NAME
11140-1152	HIGH	2	15.5	42.1	5.705	5.705	6.75	7.125	185.0	42.35	89.25	LOW
11140-1152	LOW	2	3.5	8.5	0.375	0.375	0.75	5.92	32.5	88.9	61.3	LOW
11140-1152	MID	2	9.5	25.299999999999997	3.04	2.0	3.415	6.375	52.5	68.75	70.30000000000001	LOW
11140-1164	HIGH	3	13.0	35.1	6.08	6.08	7.0	8.08	305.0	15.3	83.0	HIGH
11140-1164	LOW	3	3.0	7.1	1.08	0.75	1.17	7.42	75.0	69.4	71.9	HIGH
11140-1164	MID	3	8.0	21.1	2.33	1.58	3.33	8.08	125.0	56.9	76.9	HIGH
11140-1182	HIGH	1	8.0	21.1	5.0	5.0	5.67	7.75	55.0	68.1	69.5	LOW
11140-1182	LOW	1	2.0	4.3	4.17	4.17	4.42	6.42	10.0	93.1	60.5	LOW
11140-1182	MID	1	5.0	12.7	4.33	4.33	4.75	7.33	20.0	88.9	65.6	LOW
11140-1197	HIGH	1	15.0	40.7	5.08	5.08	6.08	7.83	55.0	58.3	78.3	LOW
11140-1197	LOW	1	3.0	7.1	0.42	0.42	1.17	4.75	35.0	76.4	61.4	LOW
11140-1197	MID	1	9.0	23.9	4.17	4.17	5.17	7.33	35.0	75.0	71.4	LOW
11140-1206	HIGH	1	16.0	43.5	5.33	5.33	6.33	7.83	50.0	69.4	74.8	LOW
11140-1206	LOW	1	4.0	9.9	2.25	2.25	2.5	6.58	0.0	100.0	54.6	LOW
11140-1206	MID	1	10.0	26.7	2.58	2.58	3.58	7.83	15.0	88.9	64.8	LOW
11140-1217	HIGH	1	15.0	40.7	6.08	6.08	7.58	8.08	195.0	37.5	83.2	LOW
11140-1217	LOW	1	3.0	7.1	5.58	5.58	6.58	7.33	130.0	61.1	68.5	LOW
11140-1217	MID	1	9.0	23.9	6.08	6.08	7.25	8.0	145.0	55.6	74.3	LOW
11140-1220	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	155.0	27.8	82.8	LOW
11140-1220	LOW	1	3.0	7.1	3.83	3.83	5.0	6.75	60.0	73.6	68.2	LOW
11140-1220	MID	1	8.0	21.1	3.83	3.83	5.08	8.08	85.0	51.4	74.1	LOW
11140-1226	HIGH	1	32.0	88.3	6.08	6.08	8.08	8.08	320.0	11.1	144.1	HIGH
11140-1226	LOW	1	7.0	18.3	4.5	4.5	5.33	7.17	140.0	43.1	71.1	HIGH
11140-1226	MID	1	19.0	51.9	4.92	4.92	5.83	8.08	230.0	30.6	88.2	HIGH
11140-1248	HIGH	1	9.0	23.9	5.42	5.42	6.08	8.08	45.0	65.3	75.8	LOW
11140-1248	LOW	1	2.0	4.3	4.42	4.42	4.42	6.5	25.0	86.1	62.6	LOW
11140-1248	MID	1	5.0	12.7	4.5	4.5	4.5	7.92	30.0	83.3	68.3	LOW
11140-1255	HIGH	1	17.0	46.3	6.08	6.08	8.0	8.08	230.0	19.4	100.2	LOW
11140-1255	LOW	1	4.0	9.9	5.75	5.75	6.75	5.5	135.0	48.6	74.1	LOW
11140-1255	MID	1	10.0	26.7	5.75	5.75	6.75	7.25	155.0	36.1	81.2	LOW
11140-1261	HIGH	1	17.0	46.3	6.08	6.08	7.25	8.08	220.0	13.9	96.5	LOW
11140-1261	LOW	1	4.0	9.9	4.58	4.58	4.83	7.17	60.0	69.4	73.2	LOW
11140-1261	MID	1	10.0	26.7	6.08	6.08	6.75	8.08	75.0	59.7	84.6	LOW
11140-1273	HIGH	1	10.0	26.7	5.25	5.25	5.25	6.17	35.0	84.7	64.0	LOW
11140-1273	LOW	1	2.0	4.3	1.75	1.75	1.75	2.58	20.0	91.7	45.3	LOW
11140-1273	MID	1	6.0	15.5	3.42	3.42	3.42	4.83	35.0	87.5	54.3	LOW
11140-1274	HIGH	1	17.0	46.3	0.92	0.92	1.92	4.08	275.0	23.6	91.8	LOW
11140-1274	LOW	1	4.0	9.9	0.92	0.92	1.92	3.92	120.0	38.9	71.8	LOW
11140-1274	MID	1	10.0	26.7	0.92	0.92	1.92	4.08	190.0	31.9	75.5	LOW
11140-1276	HIGH	18	15.0	40.7	6.08	6.08	7.955	8.08	225.0	13.2	93.9	NAME
11140-1276	LOW	18	3.0	7.1	3.835	3.75	4.335	6.79	92.5	65.3	74.75	NAME
11140-1276	MID	18	9.0	23.9	4.71	4.665	5.665	7.835	102.5	52.099999999999994	84.5	NAME
11140-1277	HIGH	2	19.0	51.9	2.795	2.71	3.79	7.75	182.5	45.099999999999994	78.4	HIGH
11140-1277	LOW	2	4.0	9.9	1.29	1.125	1.33	3.625	75.0	70.15	59.2	HIGH
11140-1277	MID	2	11.0	29.5	1.585	1.585	1.92	6.0	105.0	64.55	65.55	HIGH
11140-1286	HIGH	1	10.0	26.7	6.08	6.08	7.67	8.08	200.0	15.3	87.3	LOW
11140-1286	LOW	1	2.0	4.3	5.33	5.33	6.33	8.08	70.0	47.2	81.8	LOW
11140-1286	MID	1	6.0	15.5	5.75	5.75	6.75	8.08	105.0	34.7	84.0	LOW
11140-1297	HIGH	1	11.0	29.5	6.08	6.08	7.33	8.08	80.0	54.2	68.2	LOW
11140-1297	LOW	1	3.0	7.1	5.42	5.42	5.42	7.17	5.0	98.6	51.6	LOW
11140-1297	MID	1	7.0	18.3	6.08	6.08	6.33	8.08	20.0	88.9	60.3	LOW
11140-13	HIGH	1	15.0	40.7	3.5	1.92	5.5	7.33	170.0	25.0	93.3	LOW
11140-13	LOW	1	3.0	7.1	2.17	1.17	2.67	2.33	15.0	93.1	42.9	LOW
11140-13	MID	1	9.0	23.9	2.42	1.17	3.33	3.5	20.0	80.6	60.4	LOW
11140-1300	HIGH	14	21.0	57.5	5.79	5.79	6.79	8.08	190.0	34.0	93.8	NAME
11140-1300	LOW	14	5.0	12.7	2.705	2.705	3.205	4.96	75.0	66.0	63.55	NAME
11140-1300	MID	14	13.0	35.1	3.585	3.585	4.335	6.835	130.0	47.9	78.35	NAME
11140-1301	HIGH	2	11.0	29.5	0.165	0.165	0.79	3.375	45.0	83.35	55.9	LOW
11140-1301	LOW	2	3.0	7.1	0.165	0.165	0.58	2.5	25.0	92.4	36.5	LOW
11140-1301	MID	2	7.0	18.3	0.165	0.165	0.58	2.83	37.5	88.2	42.6	LOW
11140-1303	HIGH	1	6.0	15.5	6.08	6.08	7.33	8.08	230.0	9.7	111.4	LOW
11140-1303	LOW	1	2.0	4.3	5.5	5.5	6.5	7.33	185.0	29.2	105.7	LOW
11140-1303	MID	1	4.0	9.9	5.92	5.92	6.92	8.0	190.0	26.4	107.3	LOW
11140-1306	HIGH	1	12.0	32.3	4.92	4.92	5.92	8.08	90.0	59.7	76.1	LOW
11140-1306	LOW	1	3.0	7.1	2.33	2.33	2.33	5.92	5.0	98.6	52.9	LOW
11140-1306	MID	1	7.0	18.3	4.92	4.92	5.92	6.75	10.0	93.1	61.4	LOW
11140-1307	HIGH	4	12.0	32.3	5.705	5.705	6.585	8.0	115.0	49.3	82.55	NAME
11140-1307	LOW	4	3.0	7.1	4.5	4.5	5.085	6.71	75.0	70.15	65.4	NAME
11140-1307	MID	4	7.0	18.3	4.5	4.5	5.125	7.21	85.0	65.25	72.44999999999999	NAME
11140-1315	HIGH	1	9.0	23.9	3.58	3.17	3.58	6.75	30.0	87.5	62.5	LOW
11140-1315	LOW	1	2.0	4.3	0.0	0.0	0.0	0.92	30.0	87.5	45.0	LOW
11140-1315	MID	1	5.0	12.7	0.0	0.0	0.0	2.5	30.0	87.5	51.2	LOW
11140-1319	HIGH	1	11.0	29.5	5.42	5.42	5.58	8.08	80.0	55.6	79.2	LOW
11140-1319	LOW	1	3.0	7.1	3.58	3.58	3.58	3.67	40.0	80.6	66.9	LOW
11140-1319	MID	1	7.0	18.3	4.0	4.0	4.0	6.33	45.0	76.4	74.5	LOW
11140-1321	HIGH	1	13.0	35.1	3.17	3.17	4.17	4.0	110.0	45.8	76.3	LOW
11140-1321	LOW	1	3.0	7.1	1.58	1.25	2.08	2.83	15.0	87.5	56.0	LOW
11140-1321	MID	1	8.0	21.1	1.58	1.25	2.58	3.83	30.0	75.0	62.6	LOW
11140-1330	HIGH	1	11.0	29.5	6.08	6.08	7.58	8.08	115.0	41.7	75.1	LOW
11140-1330	LOW	1	3.0	7.1	5.75	5.75	5.92	6.58	25.0	90.3	63.4	LOW
11140-1330	MID	1	7.0	18.3	6.08	6.08	6.92	8.08	35.0	80.6	69.5	LOW
11140-1333	HIGH	3	13.0	35.1	6.08	6.08	7.17	8.08	100.0	29.2	82.0	NAME
11140-1333	LOW	3	3.0	7.1	4.75	4.75	4.75	7.17	45.0	77.8	65.6	NAME
11140-1333	MID	3	8.0	21.1	5.58	5.58	5.58	7.83	65.0	72.2	73.7	NAME
11140-1350	HIGH	1	12.0	32.3	4.92	4.92	5.58	4.92	55.0	66.7	69.2	LOW
11140-1350	LOW	1	3.0	7.1	3.67	3.67	4.08	4.25	30.0	80.6	53.2	LOW
11140-1350	MID	1	7.0	18.3	4.58	4.33	5.25	4.42	30.0	80.6	57.0	LOW
11140-1355	HIGH	1	13.0	35.1	5.5	5.5	6.17	8.08	135.0	45.8	88.9	LOW
11140-1355	LOW	1	3.0	7.1	3.25	3.25	3.25	8.08	45.0	77.8	70.6	LOW
11140-1355	MID	1	8.0	21.1	4.0	4.0	4.0	8.08	70.0	62.5	77.4	LOW
11140-1364	HIGH	1	11.0	29.5	3.33	2.58	4.33	7.92	35.0	63.9	77.8	LOW
11140-1364	LOW	1	3.0	7.1	2.33	1.58	2.58	6.5	10.0	88.9	64.4	LOW
11140-1364	MID	1	7.0	18.3	2.33	1.58	2.83	7.0	30.0	75.0	69.7	LOW
11140-1370	HIGH	1	10.0	26.7	5.33	5.33	6.33	8.08	190.0	22.2	92.1	LOW
11140-1370	LOW	1	2.0	4.3	4.58	4.58	5.58	5.75	110.0	45.8	80.6	LOW
11140-1370	MID	1	6.0	15.5	4.58	4.58	5.58	6.83	190.0	25.0	85.9	LOW
11140-1380	HIGH	1	9.0	23.9	6.08	6.08	7.33	8.08	40.0	70.8	72.7	LOW
11140-1380	LOW	1	2.0	4.3	3.75	3.75	3.75	8.0	15.0	94.4	64.5	LOW
11140-1380	MID	1	5.0	12.7	4.42	4.42	4.5	8.08	25.0	90.3	68.2	LOW
11140-14	HIGH	1	9.0	23.9	4.83	4.08	5.83	8.08	100.0	38.9	78.0	LOW
11140-14	LOW	1	2.0	4.3	2.33	1.58	3.0	8.08	40.0	68.1	70.4	LOW
11140-14	MID	1	5.0	12.7	2.67	1.58	3.58	8.08	75.0	55.6	73.1	LOW
11140-1402	HIGH	1	23.0	63.1	4.17	4.17	5.17	5.0	135.0	38.9	91.4	HIGH
11140-1402	LOW	1	5.0	12.7	1.25	1.25	2.25	2.33	135.0	52.8	64.2	HIGH
11140-1402	MID	1	14.0	37.9	1.25	1.25	2.25	4.17	135.0	51.4	70.7	HIGH
11140-1403	HIGH	1	23.0	63.1	6.08	6.08	7.75	7.75	260.0	27.8	96.6	HIGH
11140-1403	LOW	1	5.0	12.7	0.33	0.33	0.33	3.17	70.0	80.6	59.1	HIGH
11140-1403	MID	1	14.0	37.9	1.33	0.67	1.33	7.42	150.0	56.9	75.4	HIGH
11140-15	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	190.0	13.9	97.4	LOW
11140-15	LOW	1	2.0	4.3	6.0	6.0	7.0	7.75	40.0	70.8	78.7	LOW
11140-15	MID	1	5.0	12.7	6.08	6.08	8.08	7.83	60.0	54.2	83.2	LOW
11140-1506	HIGH	8	15.0	40.7	6.08	6.08	8.0	8.08	242.5	16.65	94.6	NAME
11140-1506	LOW	8	3.0	7.1	4.625	4.165	5.625	6.125	117.5	61.1	71.15	NAME
11140-1506	MID	8	9.0	23.9	4.96	4.5	6.165	7.915	127.5	46.5	78.55	NAME
11140-1520	HIGH	1	22.0	60.3	6.08	6.08	8.08	8.08	195.0	12.5	101.4	LOW
11140-1520	LOW	1	5.0	12.7	5.17	4.42	6.58	8.08	55.0	69.4	79.2	LOW
11140-1520	MID	1	13.0	35.1	6.08	6.08	8.08	8.08	180.0	22.2	89.0	LOW
11140-1534	HIGH	2	6.5	16.9	5.915	5.915	7.0	8.08	202.5	32.65	89.25	NAME
11140-1534	LOW	2	2.0	4.3	5.705	5.705	6.705	8.08	65.0	61.849999999999994	82.44999999999999	NAME
11140-1534	MID	2	4.0	9.899999999999999	5.705	5.705	6.79	8.08	132.5	42.35	84.6	NAME
11140-16	HIGH	1	9.0	23.9	6.08	6.08	7.75	8.08	150.0	18.1	102.0	LOW
11140-16	LOW	1	2.0	4.3	6.08	6.08	7.58	8.08	80.0	45.8	78.4	LOW
11140-16	MID	1	5.0	12.7	6.08	6.08	7.75	8.08	125.0	33.3	84.8	LOW
11140-19	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	345.0	4.2	105.3	LOW
11140-19	LOW	1	2.0	4.3	5.5	5.5	6.5	8.08	110.0	29.2	85.9	LOW
11140-19	MID	1	5.0	12.7	6.08	6.08	8.08	8.08	260.0	11.1	91.0	LOW
11140-2	HIGH	1	5.0	12.7	5.75	5.75	6.33	8.08	105.0	66.7	67.6	LEVEL_MISMATCH
11140-2	LOW	1	2.0	4.3	5.33	5.33	5.83	8.08	85.0	69.4	65.3	LEVEL_MISMATCH
11140-2	MID	1	3.0	7.1	5.5	5.5	6.0	8.08	85.0	69.4	66.0	LEVEL_MISMATCH
11140-23	HIGH	1	10.0	26.7	4.58	4.58	5.08	8.08	120.0	48.6	76.4	LOW
11140-23	LOW	1	2.0	4.3	2.08	1.75	2.08	7.17	90.0	58.3	67.1	LOW
11140-23	MID	1	6.0	15.5	4.17	4.17	4.17	8.08	90.0	56.9	70.9	LOW
11140-24	HIGH	1	7.0	18.3	5.75	5.75	6.75	6.92	125.0	36.1	87.5	LEVEL_MISMATCH
11140-24	LOW	1	2.0	4.3	5.75	5.75	6.5	6.42	120.0	50.0	85.2	LEVEL_MISMATCH
11140-24	MID	1	4.0	9.9	5.75	5.75	6.58	6.5	125.0	47.2	86.1	LEVEL_MISMATCH
11140-26	HIGH	1	19.0	51.9	0.92	0.92	2.08	8.08	125.0	36.1	84.4	LOW
11140-26	LOW	1	4.0	9.9	0.92	0.92	1.92	4.25	70.0	48.6	61.8	LOW
11140-26	MID	1	11.0	29.5	0.92	0.92	1.92	4.25	105.0	38.9	66.4	LOW
11140-28	HIGH	17	15.0	40.7	6.08	6.08	7.58	8.08	225.0	15.3	89.8	NAME
11140-28	LOW	17	3.0	7.1	1.17	0.92	1.42	5.92	40.0	84.7	66.0	NAME
11140-28	MID	17	9.0	23.9	4.42	3.17	4.92	8.0	60.0	72.2	75.9	NAME
11140-307	HIGH	1	5.0	12.7	4.08	3.92	6.0	8.08	100.0	58.3	67.9	LEVEL_MISMATCH
11140-307	LOW	1	2.0	4.3	4.0	3.83	5.83	8.08	70.0	65.3	64.7	LEVEL_MISMATCH
11140-307	MID	1	3.0	7.1	4.0	3.83	5.83	8.08	70.0	65.3	65.7	LEVEL_MISMATCH
11140-32	HIGH	13	18.0	49.1	6.08	6.08	7.83	8.08	215.0	19.4	97.7	NAME
11140-32	LOW	13	4.0	9.9	1.58	1.58	2.5	5.33	60.0	76.4	64.2	NAME
11140-32	MID	13	11.0	29.5	4.92	4.92	5.92	7.5	70.0	73.6	71.9	NAME
11140-33	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	93.2	LOW
11140-33	LOW	1	3.0	7.1	6.08	6.08	7.83	8.08	145.0	40.3	83.0	LOW
11140-33	MID	1	8.0	21.1	6.08	6.08	8.0	8.08	160.0	23.6	88.3	LOW
11140-34	HIGH	6	11.0	29.5	6.08	6.08	7.625	7.955	285.0	20.85	95.0	LOW
11140-34	LOW	6	2.5	5.699999999999999	4.875	3.75	6.21	5.71	157.5	49.3	78.9	LOW
11140-34	MID	6	6.5	16.9	5.5	5.5	6.835	7.21	182.5	42.400000000000006	83.65	LOW
11140-37	HIGH	8	17.0	46.3	6.08	6.08	8.08	8.08	322.5	10.4	99.55000000000001	NAME
11140-37	LOW	8	4.0	9.9	2.25	2.25	2.79	7.29	85.0	60.4	73.6	NAME
11140-37	MID	8	10.0	26.7	5.5	5.5	6.125	8.08	145.0	45.150000000000006	80.9	NAME
11140-39	HIGH	1	5.0	12.7	6.08	6.08	7.92	8.08	185.0	27.8	82.0	LEVEL_MISMATCH
11140-39	LOW	1	2.0	4.3	6.08	6.08	7.83	8.08	125.0	34.7	80.7	LEVEL_MISMATCH
11140-39	MID	1	3.0	7.1	6.08	6.08	7.83	8.08	180.0	31.9	81.1	LEVEL_MISMATCH
11140-40	HIGH	10	13.0	35.1	6.08	6.08	7.375	8.08	252.5	11.100000000000001	83.69999999999999	NAME
11140-40	LOW	10	3.0	7.1	2.125	2.125	2.625	5.54	35.0	89.6	63.8	NAME
11140-40	MID	10	8.0	21.1	4.42	4.42	4.585	7.96	40.0	83.35	72.65	NAME
11140-5	HIGH	1	5.0	12.7	2.83	1.25	3.83	6.92	50.0	73.6	74.2	LOW
11140-5	LOW	1	2.0	4.3	2.17	1.25	3.17	6.5	45.0	75.0	71.2	LOW
11140-5	MID	1	3.0	7.1	2.25	1.25	3.25	6.58	45.0	75.0	72.2	LOW
11140-51	HIGH	12	15.0	40.7	6.08	6.08	7.54	8.08	132.5	30.549999999999997	83.05	NAME
11140-51	LOW	12	3.0	7.1	1.83	1.25	2.54	6.085	50.0	74.3	62.7	NAME
11140-51	MID	12	9.0	23.9	3.17	2.5	3.54	7.585	92.5	67.35	71.35	NAME
11140-52	HIGH	1	5.0	12.7	6.08	6.08	7.25	5.83	50.0	69.4	58.5	LOW
11140-52	LOW	1	2.0	4.3	6.08	6.08	6.83	5.83	20.0	88.9	55.0	LOW
11140-52	MID	1	3.0	7.1	6.08	6.08	7.08	5.83	20.0	83.3	56.3	LOW
11140-54	HIGH	1	9.0	23.9	1.42	0.92	1.67	6.17	25.0	84.7	66.3	LOW
11140-54	LOW	1	2.0	4.3	0.0	0.0	0.0	3.42	10.0	93.1	49.3	LOW
11140-54	MID	1	5.0	12.7	0.0	0.0	0.0	4.25	15.0	91.7	55.6	LOW
11140-56	HIGH	2	5.0	12.7	3.5	3.5	5.045	5.585	92.5	63.2	61.650000000000006	LOW
11140-56	LOW	2	2.0	4.3	3.5	3.5	4.875	5.5	57.5	70.15	58.9	LOW
11140-56	MID	2	3.0	7.1	3.5	3.5	5.0	5.5	57.5	68.75	59.75	LOW
11140-6	HIGH	1	5.0	12.7	5.08	5.08	5.67	6.17	30.0	81.9	54.4	LEVEL_MISMATCH
11140-6	LOW	1	2.0	4.3	4.5	4.5	4.67	6.17	30.0	84.7	50.6	LEVEL_MISMATCH
11140-6	MID	1	3.0	7.1	4.5	4.5	4.67	6.17	30.0	84.7	51.8	LEVEL_MISMATCH
11140-61	HIGH	1	5.0	12.7	6.08	6.08	8.08	7.75	180.0	44.4	96.6	LOW
11140-61	LOW	1	2.0	4.3	6.08	6.08	8.08	7.58	180.0	45.8	95.5	LOW
11140-61	MID	1	3.0	7.1	6.08	6.08	8.08	7.67	180.0	44.4	95.9	LOW
11140-8	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	210.0	20.8	118.3	LOW
11140-8	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	210.0	27.8	117.7	LOW
11140-8	MID	1	3.0	7.1	6.08	6.08	8.08	8.08	210.0	22.2	117.9	LOW
11140-90	HIGH	1	11.0	29.5	5.75	5.75	6.75	8.08	190.0	22.2	87.1	LOW
11140-90	LOW	1	3.0	7.1	3.83	3.83	4.83	6.08	90.0	40.3	79.1	LOW
11140-90	MID	1	7.0	18.3	4.58	4.58	5.58	7.0	165.0	26.4	83.5	LOW
11140-989	HIGH	1	11.0	29.5	6.08	6.08	7.17	8.08	235.0	29.2	110.5	LOW
11140-989	LOW	1	3.0	7.1	4.58	4.58	5.58	7.58	140.0	58.3	98.0	LOW
11140-989	MID	1	7.0	18.3	5.42	5.42	6.42	7.83	165.0	50.0	103.5	LOW
11140-990	HIGH	9	16.0	43.5	6.08	6.08	6.92	8.08	220.0	27.8	86.0	HIGH
11140-990	LOW	9	4.0	9.9	3.0	2.58	3.25	6.0	55.0	77.8	65.6	HIGH
11140-990	MID	9	10.0	26.7	3.5	3.5	3.75	8.0	90.0	56.9	74.7	HIGH
11140-998	HIGH	1	13.0	35.1	3.08	1.58	4.75	7.83	55.0	65.3	68.7	LOW
11140-998	LOW	1	3.0	7.1	3.08	1.58	4.42	7.0	15.0	83.3	53.9	LOW
11140-998	MID	1	8.0	21.1	3.08	1.58	4.75	7.33	40.0	69.4	59.4	LOW
11170-10	HIGH	1	8.0	21.1	6.08	6.08	7.42	8.08	350.0	2.8	95.9	LOW
11170-10	LOW	1	2.0	4.3	6.08	6.08	7.33	8.08	315.0	9.7	94.5	LOW
11170-10	MID	1	5.0	12.7	6.08	6.08	7.33	8.08	345.0	4.2	95.2	LOW
